n,plus,multi,square,compare
5805,7.3e-05,7.8e-05,0.000249,7.7e-05
5806,7.3e-05,7.7e-05,0.000244,7.7e-05
5807,7.3e-05,7.8e-05,0.000247,7.6e-05
5808,7.3e-05,7.7e-05,0.00025,7.7e-05
5809,7.2e-05,7.8e-05,0.000243,7.7e-05
5810,7.3e-05,7.7e-05,0.000242,7.7e-05
5811,7.3e-05,7.8e-05,0.000246,7.8e-05
5812,7.9e-05,8.2e-05,0.000243,7.7e-05
5813,7.3e-05,7.7e-05,0.000246,7.7e-05
5814,7.3e-05,7.8e-05,0.000244,7.7e-05
5815,7.3e-05,7.7e-05,0.000248,7.7e-05
5816,7.3e-05,7.8e-05,0.000254,7.7e-05
5817,7.4e-05,7.8e-05,0.000239,7.7e-05
5818,7.2e-05,7.8e-05,0.000242,7.6e-05
5819,7.2e-05,7.7e-05,0.000239,7.6e-05
5820,7.2e-05,7.8e-05,0.000253,7.9e-05
5821,7.6e-05,7.8e-05,0.000248,7.7e-05
5822,7.4e-05,8.3e-05,0.00025,7.6e-05
5823,7.2e-05,7.8e-05,0.000252,7.6e-05
5824,7.3e-05,8.1e-05,0.000251,7.7e-05
5825,7.3e-05,7.9e-05,0.000239,7.7e-05
5826,7.3e-05,7.8e-05,0.000247,7.7e-05
5827,7.3e-05,7.8e-05,0.000253,7.7e-05
5828,7.3e-05,7.8e-05,0.000251,7.7e-05
5829,7.3e-05,7.7e-05,0.000246,8.3e-05
5830,7.3e-05,7.8e-05,0.000242,7.6e-05
5831,8.1e-05,8.3e-05,0.00025,7.6e-05
5832,7.4e-05,7.7e-05,0.000251,7.7e-05
5833,7.3e-05,7.8e-05,0.000246,8e-05
5834,7.3e-05,7.8e-05,0.000253,7.7e-05
5835,7.3e-05,7.8e-05,0.000248,7.7e-05
5836,7.4e-05,7.7e-05,0.000243,7.7e-05
5837,7.3e-05,7.8e-05,0.000239,7.7e-05
5838,7.3e-05,7.8e-05,0.000253,8.3e-05
5839,7.3e-05,7.8e-05,0.000248,7.7e-05
5840,7.8e-05,7.8e-05,0.000251,7.6e-05
5841,7.4e-05,8.2e-05,0.000247,7.7e-05
5842,7.3e-05,7.8e-05,0.000245,7.7e-05
5843,7.3e-05,7.7e-05,0.000247,7.7e-05
5844,7.4e-05,7.8e-05,0.000252,7.7e-05
5845,7.3e-05,7.8e-05,0.000245,7.7e-05
5846,7.3e-05,7.8e-05,0.000244,7.7e-05
5847,7.3e-05,7.8e-05,0.000244,8.2e-05
5848,7.3e-05,7.8e-05,0.000251,7.7e-05
5849,7.3e-05,7.8e-05,0.000242,7.6e-05
5850,7.9e-05,8.3e-05,0.000243,7.7e-05
5851,7.3e-05,7.8e-05,0.000243,7.7e-05
5852,7.6e-05,7.8e-05,0.000249,7.7e-05
5853,7.3e-05,7.8e-05,0.000247,7.7e-05
5854,7.4e-05,7.8e-05,0.00025,7.7e-05
5855,7.3e-05,7.8e-05,0.000248,7.7e-05
5856,7.3e-05,7.8e-05,0.000255,8.3e-05
5857,7.3e-05,7.8e-05,0.000246,7.7e-05
5858,7.4e-05,7.9e-05,0.00025,7.7e-05
5859,7.8e-05,7.8e-05,0.000252,7.7e-05
5860,7.4e-05,8.3e-05,0.000255,7.7e-05
5861,7.4e-05,7.8e-05,0.000241,7.7e-05
5862,7.3e-05,7.8e-05,0.000243,7.7e-05
5863,7.3e-05,7.9e-05,0.000248,7.7e-05
5864,7.3e-05,7.8e-05,0.000247,7.7e-05
5865,7.3e-05,7.8e-05,0.000241,7.7e-05
5866,7.3e-05,7.8e-05,0.000245,7.8e-05
5867,7.3e-05,7.8e-05,0.000252,7.7e-05
5868,7.3e-05,7.8e-05,0.000249,7.7e-05
5869,7.8e-05,8.4e-05,0.000251,7.7e-05
5870,7.4e-05,7.8e-05,0.000258,7.7e-05
5871,7.3e-05,7.8e-05,0.000245,7.8e-05
5872,7.3e-05,7.8e-05,0.000252,7.7e-05
5873,7.4e-05,7.8e-05,0.000249,7.7e-05
5874,7.3e-05,7.8e-05,0.000257,7.8e-05
5875,7.4e-05,7.8e-05,0.000249,7.8e-05
5876,7.4e-05,7.8e-05,0.000252,7.7e-05
5877,7.3e-05,7.9e-05,0.000254,7.8e-05
5878,7.9e-05,7.8e-05,0.000247,7.8e-05
5879,7.4e-05,7.9e-05,0.000249,7.7e-05
5880,7.3e-05,7.9e-05,0.000254,7.7e-05
5881,7.4e-05,7.8e-05,0.000256,7.7e-05
5882,7.4e-05,7.8e-05,0.000253,7.8e-05
5883,7.3e-05,7.8e-05,0.00025,7.7e-05
5884,7.3e-05,7.8e-05,0.000258,8.2e-05
5885,7.4e-05,7.8e-05,0.00025,7.8e-05
5886,7.4e-05,7.8e-05,0.000246,7.8e-05
5887,7.4e-05,7.8e-05,0.000252,7.7e-05
5888,7.5e-05,8.7e-05,0.00026,7.8e-05
5889,7.4e-05,7.8e-05,0.000249,7.7e-05
5890,9.8e-05,8.4e-05,0.000262,8.4e-05
5891,7.7e-05,7.9e-05,0.000252,7.7e-05
5892,7.4e-05,7.9e-05,0.00025,7.7e-05
5893,7.3e-05,7.8e-05,0.000251,8.2e-05
5894,7.4e-05,7.8e-05,0.000254,7.8e-05
5895,7.4e-05,7.9e-05,0.000255,7.8e-05
5896,7.3e-05,7.8e-05,0.000255,7.8e-05
5897,8.2e-05,8.5e-05,0.000248,8.1e-05
5898,7.5e-05,7.9e-05,0.000258,7.8e-05
5899,7.3e-05,7.9e-05,0.000253,7.8e-05
5900,7.3e-05,7.8e-05,0.000255,7.8e-05
5901,7.4e-05,7.9e-05,0.000252,7.7e-05
5902,7.4e-05,7.8e-05,0.000258,8.2e-05
5903,7.3e-05,7.8e-05,0.000254,7.8e-05
5904,7.4e-05,7.9e-05,0.000255,7.7e-05
5905,7.3e-05,7.8e-05,0.000257,7.7e-05
5906,7.9e-05,7.9e-05,0.000254,7.7e-05
5907,7.4e-05,8.3e-05,0.000252,7.7e-05
5908,7.3e-05,7.8e-05,0.000255,7.8e-05
5909,7.3e-05,7.9e-05,0.000256,7.8e-05
5910,7.3e-05,7.9e-05,0.000255,7.7e-05
5911,7.4e-05,7.9e-05,0.000252,8.4e-05
5912,7.5e-05,7.9e-05,0.000259,7.8e-05
5913,7.3e-05,7.9e-05,0.000251,7.9e-05
5914,7.4e-05,7.9e-05,0.000251,7.8e-05
5915,7.7e-05,7.9e-05,0.000251,7.8e-05
5916,7.7e-05,8.4e-05,0.000258,7.8e-05
5917,7.4e-05,7.9e-05,0.000251,7.8e-05
5918,7.4e-05,7.9e-05,0.000253,7.7e-05
5919,7.3e-05,7.9e-05,0.000259,7.8e-05
5920,7.4e-05,7.8e-05,0.000257,8.3e-05
5921,7.4e-05,7.8e-05,0.000251,7.7e-05
5922,7.4e-05,7.8e-05,0.000247,7.8e-05
5923,7.5e-05,7.9e-05,0.000252,7.7e-05
5924,7.4e-05,7.9e-05,0.000258,7.8e-05
5925,8e-05,7.9e-05,0.000253,7.8e-05
5926,7.3e-05,8e-05,0.000259,7.8e-05
5927,7.5e-05,7.9e-05,0.000254,7.8e-05
5928,7.3e-05,7.9e-05,0.00025,7.8e-05
5929,7.4e-05,7.9e-05,0.000247,8.3e-05
5930,7.4e-05,7.9e-05,0.000252,7.8e-05
5931,7.4e-05,7.9e-05,0.000246,7.7e-05
5932,7.4e-05,7.9e-05,0.00025,7.8e-05
5933,7.4e-05,8.6e-05,0.000252,7.8e-05
5934,8.1e-05,7.8e-05,0.000257,7.8e-05
5935,7.5e-05,8.4e-05,0.000253,7.8e-05
5936,7.4e-05,7.9e-05,0.000256,7.8e-05
5937,7.4e-05,7.9e-05,0.000256,7.8e-05
5938,7.5e-05,7.9e-05,0.000249,8.3e-05
5939,7.3e-05,7.9e-05,0.000253,7.8e-05
5940,7.4e-05,7.9e-05,0.00025,7.7e-05
5941,7.4e-05,7.9e-05,0.000255,7.8e-05
5942,7.5e-05,7.9e-05,0.000256,7.8e-05
5943,7.4e-05,7.9e-05,0.000251,7.8e-05
5944,7.7e-05,8.5e-05,0.000258,7.8e-05
5945,7.4e-05,7.9e-05,0.000256,7.8e-05
5946,7.4e-05,7.9e-05,0.000252,7.8e-05
5947,7.4e-05,7.9e-05,0.000255,8.3e-05
5948,7.4e-05,8e-05,0.000259,7.8e-05
5949,7.4e-05,7.9e-05,0.000254,7.8e-05
5950,7.4e-05,7.9e-05,0.000257,7.8e-05
5951,7.5e-05,7.9e-05,0.00026,7.8e-05
5952,7.4e-05,8.3e-05,0.000251,7.8e-05
5953,8e-05,8e-05,0.000252,7.8e-05
5954,7.5e-05,8.1e-05,0.000254,7.9e-05
5955,7.4e-05,8e-05,0.000254,7.8e-05
5956,7.5e-05,7.9e-05,0.000249,8.4e-05
5957,7.4e-05,7.9e-05,0.000246,7.9e-05
5958,7.4e-05,8e-05,0.000257,7.9e-05
5959,7.5e-05,8e-05,0.000255,7.8e-05
5960,7.4e-05,7.9e-05,0.000251,8.2e-05
5961,7.4e-05,7.9e-05,0.000251,7.8e-05
5962,7.8e-05,7.9e-05,0.000259,7.8e-05
5963,7.6e-05,8.4e-05,0.000255,7.8e-05
5964,7.4e-05,7.9e-05,0.000258,7.8e-05
5965,7.4e-05,7.9e-05,0.00026,8.2e-05
5966,7.4e-05,7.9e-05,0.000259,7.8e-05
5967,7.4e-05,7.9e-05,0.000249,7.8e-05
5968,7.5e-05,8e-05,0.000251,7.8e-05
5969,7.4e-05,8e-05,0.000248,7.8e-05
5970,7.5e-05,7.9e-05,0.000256,7.8e-05
5971,7.4e-05,7.9e-05,0.000255,7.8e-05
5972,8.3e-05,8.4e-05,0.000263,7.8e-05
5973,7.6e-05,8e-05,0.000255,7.9e-05
5974,7.5e-05,8e-05,0.00025,8.3e-05
5975,7.4e-05,7.9e-05,0.00025,7.9e-05
5976,7.5e-05,7.9e-05,0.000259,7.9e-05
5977,7.4e-05,8e-05,0.000251,7.9e-05
5978,7.4e-05,8e-05,0.000258,7.8e-05
5979,7.8e-05,7.9e-05,0.00026,7.8e-05
5980,7.5e-05,7.9e-05,0.000259,7.9e-05
5981,8.2e-05,8.4e-05,0.00025,7.8e-05
5982,7.4e-05,8e-05,0.000259,7.8e-05
5983,7.5e-05,7.9e-05,0.000254,7.8e-05
5984,7.5e-05,8e-05,0.000261,8e-05
5985,7.4e-05,8e-05,0.000255,7.8e-05
5986,7.4e-05,8e-05,0.000261,7.8e-05
5987,7.5e-05,8e-05,0.000249,7.9e-05
5988,7.4e-05,8e-05,0.000256,7.8e-05
5989,7.5e-05,8e-05,0.000247,7.8e-05
5990,8.1e-05,8e-05,0.000251,7.9e-05
5991,7.5e-05,8.4e-05,0.000254,7.8e-05
5992,7.5e-05,8e-05,0.000257,7.8e-05
5993,7.4e-05,7.9e-05,0.000257,7.9e-05
5994,7.4e-05,8e-05,0.000256,8.1e-05
5995,7.5e-05,8e-05,0.000253,7.8e-05
5996,7.4e-05,8e-05,0.000257,7.9e-05
5997,7.4e-05,7.9e-05,0.000256,7.9e-05
5998,7.6e-05,7.9e-05,0.000251,7.8e-05
5999,7.5e-05,8e-05,0.000255,7.9e-05
6000,7.7e-05,8.5e-05,0.000263,7.9e-05
6001,7.5e-05,8e-05,0.000255,7.8e-05
6002,7.5e-05,8e-05,0.000251,8e-05
6003,7.5e-05,8e-05,0.00025,7.8e-05
6004,7.4e-05,7.9e-05,0.000259,7.9e-05
6005,7.5e-05,8e-05,0.000254,7.8e-05
6006,7.5e-05,8e-05,0.000256,7.9e-05
6007,7.4e-05,7.9e-05,0.000255,7.8e-05
6008,7.4e-05,8e-05,0.00026,7.9e-05
6009,8.1e-05,8.5e-05,0.000254,7.9e-05
6010,7.5e-05,7.9e-05,0.000256,7.8e-05
6011,7.4e-05,8e-05,0.000258,8e-05
6012,7.5e-05,8e-05,0.000258,7.8e-05
6013,7.4e-05,8e-05,0.000256,7.9e-05
6014,7.4e-05,7.9e-05,0.000261,7.9e-05
6015,7.4e-05,8.6e-05,0.000258,7.9e-05
6016,7.5e-05,8e-05,0.000259,7.9e-05
6017,7.5e-05,8e-05,0.000252,7.9e-05
6018,8e-05,8e-05,0.000252,7.9e-05
6019,7.5e-05,8.1e-05,0.000252,8.4e-05
6020,7.5e-05,8e-05,0.000256,8e-05
6021,7.5e-05,7.9e-05,0.000261,7.9e-05
6022,7.5e-05,7.9e-05,0.000258,7.8e-05
6023,7.5e-05,8e-05,0.000258,7.9e-05
6024,7.5e-05,8e-05,0.000266,8.2e-05
6025,7.5e-05,8e-05,0.000258,7.9e-05
6026,7.5e-05,8e-05,0.000258,7.8e-05
6027,7.4e-05,8e-05,0.000257,7.9e-05
6028,7.6e-05,8.7e-05,0.000265,8.4e-05
6029,7.6e-05,8e-05,0.00025,7.9e-05
6030,7.5e-05,8e-05,0.000257,7.9e-05
6031,7.5e-05,8e-05,0.000262,7.8e-05
6032,7.4e-05,8e-05,0.000262,7.9e-05
6033,7.5e-05,8e-05,0.000253,7.8e-05
6034,7.5e-05,8e-05,0.000255,8e-05
6035,7.4e-05,8e-05,0.000255,7.8e-05
6036,7.5e-05,8e-05,0.000259,7.9e-05
6037,7.7e-05,8.6e-05,0.000256,8.7e-05
6038,7.4e-05,8e-05,0.000255,8e-05
6039,7.4e-05,8e-05,0.000252,7.9e-05
6040,7.5e-05,8e-05,0.00026,7.9e-05
6041,7.5e-05,8e-05,0.000257,7.9e-05
6042,7.5e-05,8e-05,0.000259,7.9e-05
6043,7.8e-05,8e-05,0.000258,7.9e-05
6044,7.6e-05,8e-05,0.000261,7.9e-05
6045,7.5e-05,8e-05,0.00026,7.9e-05
6046,8.2e-05,8.5e-05,0.000258,8.5e-05
6047,7.5e-05,8e-05,0.000252,7.9e-05
6048,7.5e-05,7.9e-05,0.000259,7.9e-05
6049,7.5e-05,8e-05,0.000262,7.9e-05
6050,7.5e-05,8e-05,0.000259,7.8e-05
6051,7.5e-05,8e-05,0.000252,7.9e-05
6052,7.6e-05,8e-05,0.000268,7.8e-05
6053,7.5e-05,8e-05,0.000257,7.9e-05
6054,7.6e-05,8e-05,0.000258,7.9e-05
6055,8e-05,8.5e-05,0.000259,8.5e-05
6056,7.6e-05,8.1e-05,0.000256,7.9e-05
6057,7.5e-05,8e-05,0.000253,7.9e-05
6058,7.5e-05,8e-05,0.00026,7.9e-05
6059,7.6e-05,8e-05,0.000265,7.8e-05
6060,7.6e-05,8e-05,0.000263,7.9e-05
6061,7.5e-05,8e-05,0.000251,7.9e-05
6062,7.6e-05,8.1e-05,0.000263,7.9e-05
6063,7.5e-05,8e-05,0.000254,8e-05
6064,8e-05,8e-05,0.000261,8.5e-05
6065,7.6e-05,8.1e-05,0.000257,7.9e-05
6066,7.5e-05,8.1e-05,0.000262,7.9e-05
6067,7.5e-05,8.1e-05,0.00026,7.9e-05
6068,7.5e-05,8e-05,0.000262,7.9e-05
6069,7.6e-05,8.1e-05,0.000262,7.9e-05
6070,7.6e-05,8.1e-05,0.000255,8e-05
6071,7.5e-05,8.1e-05,0.000259,7.9e-05
6072,7.6e-05,8e-05,0.000261,7.9e-05
6073,7.5e-05,8.1e-05,0.000264,8.4e-05
6074,7.7e-05,8.7e-05,0.000255,8e-05
6075,7.5e-05,8.1e-05,0.00026,7.9e-05
6076,7.5e-05,8.1e-05,0.000266,8e-05
6077,7.6e-05,8.1e-05,0.00026,7.9e-05
6078,7.6e-05,8.1e-05,0.000262,8e-05
6079,7.6e-05,8.4e-05,0.000254,7.9e-05
6080,7.6e-05,8.1e-05,0.000256,8e-05
6081,7.5e-05,8.1e-05,0.00025,7.9e-05
6082,7.5e-05,8.1e-05,0.000255,8.4e-05
6083,7.7e-05,8.5e-05,0.000263,7.9e-05
6084,7.5e-05,8.1e-05,0.000262,7.9e-05
6085,7.6e-05,8.1e-05,0.000252,8e-05
6086,7.6e-05,8.1e-05,0.00026,7.9e-05
6087,7.6e-05,8.1e-05,0.000262,8e-05
6088,7.6e-05,8.1e-05,0.000263,8.3e-05
6089,7.6e-05,8.1e-05,0.000258,8e-05
6090,7.6e-05,8.1e-05,0.000264,8e-05
6091,7.6e-05,8.1e-05,0.000262,8.5e-05
6092,8.1e-05,8.6e-05,0.000264,8e-05
6093,7.6e-05,8.1e-05,0.000266,7.9e-05
6094,7.6e-05,8.1e-05,0.000259,8e-05
6095,7.6e-05,8.1e-05,0.000256,7.9e-05
6096,7.6e-05,8.1e-05,0.000259,7.9e-05
6097,7.5e-05,8.1e-05,0.00026,8e-05
6098,7.6e-05,8.1e-05,0.000258,8e-05
6099,7.6e-05,8e-05,0.000262,8e-05
6100,7.6e-05,8.2e-05,0.00027,8.2e-05
6101,8.3e-05,8.5e-05,0.000261,8e-05
6102,7.5e-05,8.1e-05,0.000258,8e-05
6103,7.6e-05,8.1e-05,0.00026,8e-05
6104,7.7e-05,8.1e-05,0.000267,8e-05
6105,7.6e-05,8.1e-05,0.000259,8e-05
6106,7.6e-05,8.1e-05,0.000262,8e-05
6107,7.9e-05,8.1e-05,0.000264,7.9e-05
6108,7.7e-05,8.1e-05,0.000258,7.9e-05
6109,7.6e-05,8.1e-05,0.000254,8.1e-05
6110,8.2e-05,8.6e-05,0.000262,8e-05
6111,7.7e-05,8.1e-05,0.000256,7.9e-05
6112,7.6e-05,8.1e-05,0.000258,8e-05
6113,7.6e-05,8.1e-05,0.000253,8e-05
6114,7.6e-05,8.2e-05,0.000266,8e-05
6115,7.6e-05,8.1e-05,0.000266,7.9e-05
6116,7.6e-05,8.1e-05,0.000264,7.9e-05
6117,7.6e-05,8e-05,0.000264,7.9e-05
6118,7.6e-05,8.1e-05,0.000263,8e-05
6119,8.2e-05,8.6e-05,0.000262,7.9e-05
6120,7.7e-05,8.1e-05,0.000264,8e-05
6121,7.6e-05,8.2e-05,0.000268,8e-05
6122,7.6e-05,8.1e-05,0.000265,8e-05
6123,7.6e-05,8.1e-05,0.000262,7.9e-05
6124,7.6e-05,8.1e-05,0.000269,8e-05
6125,7.6e-05,8.2e-05,0.000262,8e-05
6126,7.6e-05,8.1e-05,0.000262,8.6e-05
6127,7.5e-05,8.1e-05,0.000266,8e-05
6128,7.6e-05,8.7e-05,0.000267,8e-05
6129,7.7e-05,8.1e-05,0.000253,8e-05
6130,7.6e-05,8.2e-05,0.000262,8e-05
6131,7.6e-05,8.1e-05,0.000268,7.9e-05
6132,7.6e-05,8.1e-05,0.000266,8e-05
6133,7.7e-05,8.2e-05,0.000263,8e-05
6134,7.6e-05,8.1e-05,0.000273,8e-05
6135,7.6e-05,8.2e-05,0.000268,8.6e-05
6136,7.6e-05,8.1e-05,0.000268,8.1e-05
6137,7.6e-05,8.5e-05,0.000262,8e-05
6138,7.8e-05,8.2e-05,0.000266,8e-05
6139,7.6e-05,8.1e-05,0.000261,8e-05
6140,7.6e-05,8.2e-05,0.000257,8e-05
6141,7.6e-05,8.2e-05,0.000261,8e-05
6142,7.6e-05,8.1e-05,0.000265,8e-05
6143,7.6e-05,8.5e-05,0.000264,8e-05
6144,7.6e-05,8.1e-05,0.000271,8.6e-05
6145,7.6e-05,8.1e-05,0.000263,8e-05
6146,7.6e-05,8.2e-05,0.000257,8e-05
6147,7.7e-05,8.3e-05,0.000257,8e-05
6148,7.6e-05,8.2e-05,0.000262,8.1e-05
6149,7.6e-05,8.2e-05,0.000258,8e-05
6150,7.6e-05,8.1e-05,0.000258,7.9e-05
6151,7.6e-05,8.1e-05,0.000267,8e-05
6152,7.6e-05,8.2e-05,0.000267,8.3e-05
6153,7.6e-05,8.2e-05,0.000263,8.7e-05
6154,7.6e-05,8.2e-05,0.000265,8.1e-05
6155,7.6e-05,8.2e-05,0.000265,8e-05
6156,8.1e-05,8.3e-05,0.00026,8e-05
6157,7.6e-05,8.2e-05,0.000263,8e-05
6158,7.7e-05,8.1e-05,0.00027,8e-05
6159,7.7e-05,8.1e-05,0.000265,8.1e-05
6160,7.6e-05,8.2e-05,0.000267,8e-05
6161,7.6e-05,8.2e-05,0.000266,8e-05
6162,7.5e-05,8.2e-05,0.000263,8.1e-05
6163,7.7e-05,8.2e-05,0.000264,8e-05
6164,7.6e-05,8.2e-05,0.000268,8.1e-05
6165,8.3e-05,8.3e-05,0.000268,8e-05
6166,7.7e-05,8.2e-05,0.000265,8e-05
6167,7.6e-05,8.2e-05,0.000264,8.1e-05
6168,7.6e-05,8.2e-05,0.000271,8e-05
6169,7.7e-05,8.2e-05,0.000258,8e-05
6170,7.9e-05,8.2e-05,0.000266,8.6e-05
6171,7.7e-05,8.2e-05,0.00027,8.1e-05
6172,7.7e-05,8.2e-05,0.000268,8.1e-05
6173,7.7e-05,8.2e-05,0.000258,8e-05
6174,8.3e-05,8.3e-05,0.000266,8e-05
6175,7.7e-05,8.2e-05,0.000269,8e-05
6176,7.6e-05,8.2e-05,0.000269,8e-05
6177,7.6e-05,8.1e-05,0.000264,8e-05
6178,7.6e-05,8.1e-05,0.000271,8e-05
6179,7.6e-05,8.2e-05,0.00027,8.5e-05
6180,7.6e-05,8.2e-05,0.000269,8.1e-05
6181,7.6e-05,8.2e-05,0.00027,8e-05
6182,7.6e-05,8.2e-05,0.000268,8e-05
6183,8.1e-05,8.2e-05,0.000263,8e-05
6184,7.6e-05,8.2e-05,0.000267,8.1e-05
6185,7.7e-05,8.2e-05,0.000263,8.1e-05
6186,7.6e-05,8.1e-05,0.000265,8.1e-05
6187,7.6e-05,8.2e-05,0.000266,8.1e-05
6188,7.7e-05,8.2e-05,0.000273,8.6e-05
6189,7.6e-05,8.2e-05,0.000264,8.1e-05
6190,7.6e-05,8.3e-05,0.000261,8.1e-05
6191,7.6e-05,8.2e-05,0.00026,8.1e-05
6192,8.2e-05,8.3e-05,0.000264,8e-05
6193,7.7e-05,8.2e-05,0.000263,8e-05
6194,7.6e-05,8.1e-05,0.000265,8e-05
6195,7.7e-05,8.2e-05,0.00027,8.1e-05
6196,7.7e-05,8.2e-05,0.00027,8.1e-05
6197,7.7e-05,8.2e-05,0.000265,8.7e-05
6198,7.7e-05,8.2e-05,0.000267,8e-05
6199,7.7e-05,8.2e-05,0.000269,8.1e-05
6200,7.7e-05,8.2e-05,0.000271,8e-05
6201,8.2e-05,8.3e-05,0.000259,8e-05
6202,7.7e-05,8.2e-05,0.000262,8e-05
6203,7.7e-05,8.2e-05,0.000265,8.1e-05
6204,7.6e-05,8.2e-05,0.000262,8e-05
6205,7.7e-05,8.2e-05,0.000263,8e-05
6206,7.7e-05,8.2e-05,0.000262,8.2e-05
6207,7.7e-05,8.5e-05,0.000261,8.1e-05
6208,7.7e-05,8.3e-05,0.000267,8.1e-05
6209,7.7e-05,8.2e-05,0.000261,8e-05
6210,8.3e-05,8.3e-05,0.000268,8e-05
6211,7.7e-05,8.2e-05,0.000268,8.1e-05
6212,7.6e-05,8.3e-05,0.000276,8e-05
6213,7.7e-05,8.2e-05,0.000266,8.1e-05
6214,7.7e-05,8.2e-05,0.000268,8.7e-05
6215,7.8e-05,8.2e-05,0.000272,8.4e-05
6216,7.6e-05,8.2e-05,0.00027,8.1e-05
6217,7.6e-05,8.2e-05,0.000265,8.1e-05
6218,7.7e-05,8.2e-05,0.000272,8.1e-05
6219,8.2e-05,8.3e-05,0.000269,8.1e-05
6220,7.7e-05,8.2e-05,0.000269,8e-05
6221,7.7e-05,8.2e-05,0.000267,8.1e-05
6222,7.6e-05,8.2e-05,0.000275,8.1e-05
6223,7.7e-05,8.2e-05,0.000262,8.6e-05
6224,7.7e-05,8.2e-05,0.000264,8.1e-05
6225,7.7e-05,8.2e-05,0.000271,8e-05
6226,7.8e-05,8.2e-05,0.000265,8.1e-05
6227,7.7e-05,8.2e-05,0.000268,8.1e-05
6228,8.2e-05,8.3e-05,0.000275,8e-05
6229,7.7e-05,8.2e-05,0.00027,8.1e-05
6230,7.7e-05,8.2e-05,0.000271,8.1e-05
6231,7.9e-05,8.2e-05,0.000267,8.1e-05
6232,7.7e-05,8.2e-05,0.000268,8.5e-05
6233,7.7e-05,8.2e-05,0.000261,8e-05
6234,8e-05,8.2e-05,0.000263,8e-05
6235,7.7e-05,8.2e-05,0.000272,8.1e-05
6236,7.7e-05,8.7e-05,0.000272,8.1e-05
6237,8.3e-05,8.3e-05,0.000268,8.1e-05
6238,7.7e-05,8.2e-05,0.000275,8.1e-05
6239,7.7e-05,8.2e-05,0.000268,8.1e-05
6240,7.7e-05,8.3e-05,0.00027,8e-05
6241,7.7e-05,8.3e-05,0.00026,8.2e-05
6242,7.6e-05,8.3e-05,0.000268,8.1e-05
6243,7.7e-05,8.3e-05,0.000273,8.1e-05
6244,7.7e-05,8.2e-05,0.000271,8.1e-05
6245,7.6e-05,8.8e-05,0.000268,8.1e-05
6246,8.5e-05,8.3e-05,0.00027,8.1e-05
6247,7.7e-05,8.3e-05,0.000268,8.1e-05
6248,7.7e-05,8.3e-05,0.000272,8.1e-05
6249,7.7e-05,8.3e-05,0.00027,8.7e-05
6250,7.7e-05,8.3e-05,0.000272,8.1e-05
6251,7.8e-05,8.2e-05,0.000267,8.1e-05
6252,7.7e-05,8.3e-05,0.000278,8.1e-05
6253,7.7e-05,8.2e-05,0.000268,8.1e-05
6254,7.7e-05,8.8e-05,0.000271,8.1e-05
6255,8.2e-05,8.2e-05,0.000274,8.1e-05
6256,7.7e-05,8.3e-05,0.000272,8.1e-05
6257,7.7e-05,8.2e-05,0.000269,8.1e-05
6258,7.7e-05,8.3e-05,0.000275,8.6e-05
6259,7.8e-05,8.3e-05,0.00027,8.1e-05
6260,7.8e-05,8.2e-05,0.000272,8.1e-05
6261,7.7e-05,8.3e-05,0.000273,8.1e-05
6262,7.7e-05,8.2e-05,0.000272,8.1e-05
6263,7.7e-05,8.8e-05,0.000272,8.1e-05
6264,8.3e-05,8.3e-05,0.000274,8.1e-05
6265,7.8e-05,8.2e-05,0.000271,8.2e-05
6266,7.8e-05,8.3e-05,0.000267,8.1e-05
6267,7.8e-05,8.2e-05,0.000271,8.2e-05
6268,7.7e-05,8.3e-05,0.000279,8.2e-05
6269,7.7e-05,8.2e-05,0.00027,8.2e-05
6270,7.7e-05,8.6e-05,0.000271,8.1e-05
6271,7.8e-05,8.3e-05,0.000269,8.1e-05
6272,7.7e-05,8.8e-05,0.000274,8.2e-05
6273,8.5e-05,8.2e-05,0.000261,8.1e-05
6274,7.7e-05,8.3e-05,0.000265,8.1e-05
6275,7.7e-05,8.3e-05,0.000276,8.7e-05
6276,7.8e-05,8.3e-05,0.000267,8.2e-05
6277,7.8e-05,8.3e-05,0.000264,8.1e-05
6278,7.7e-05,8.3e-05,0.000276,8.2e-05
6279,7.7e-05,8.3e-05,0.000273,8.4e-05
6280,7.8e-05,8.7e-05,0.000268,8.2e-05
6281,7.7e-05,8.8e-05,0.000273,8.1e-05
6282,8.5e-05,8.3e-05,0.000271,8.1e-05
6283,7.7e-05,8.3e-05,0.000262,8.1e-05
6284,7.8e-05,8.3e-05,0.000271,8.6e-05
6285,7.7e-05,8.3e-05,0.000275,8.1e-05
6286,7.8e-05,8.3e-05,0.000275,8.1e-05
6287,7.7e-05,8.3e-05,0.000266,8.1e-05
6288,7.7e-05,8.2e-05,0.000273,8.2e-05
6289,7.8e-05,8.3e-05,0.000264,8.1e-05
6290,7.8e-05,9.8e-05,0.000266,8.1e-05
6291,8.3e-05,8.3e-05,0.00027,8.2e-05
6292,7.7e-05,8.3e-05,0.000274,8.1e-05
6293,7.7e-05,8.3e-05,0.000268,8.3e-05
6294,7.8e-05,8.3e-05,0.000271,8.1e-05
6295,7.8e-05,8.3e-05,0.000273,8.1e-05
6296,7.7e-05,8.3e-05,0.000267,8.1e-05
6297,7.7e-05,8.3e-05,0.000263,8.2e-05
6298,8.1e-05,8.3e-05,0.000275,8.2e-05
