n,plus,multi,square,compare
8640,0.000103,0.000107,0.000417,0.000105
8641,0.000102,0.000108,0.000403,0.000105
8642,0.000102,0.000108,0.000402,0.000104
8643,0.000102,0.000109,0.000405,0.000105
8644,0.000102,0.000108,0.000415,0.000106
8645,0.000102,0.000107,0.00041,0.000105
8646,0.000108,0.000108,0.000403,0.000105
8647,0.000102,0.000108,0.0004,0.000105
8648,0.000102,0.000108,0.00042,0.000104
8649,0.000102,0.000107,0.00041,0.000105
8650,0.000102,0.00011,0.000406,0.000104
8651,0.000102,0.000108,0.000413,0.000106
8652,0.000103,0.000108,0.000421,0.000105
8653,0.000107,0.000108,0.0004,0.000105
8654,0.000102,0.000107,0.00042,0.000105
8655,0.000102,0.000108,0.000413,0.000105
8656,0.000102,0.000113,0.000415,0.000104
8657,0.000105,0.000108,0.000405,0.00011
8658,0.000102,0.000108,0.000415,0.000105
8659,0.000102,0.000108,0.000419,0.000104
8660,0.000107,0.000108,0.000416,0.000104
8661,0.000102,0.000108,0.000418,0.000105
8662,0.000102,0.000108,0.000416,0.000105
8663,0.000102,0.000113,0.000408,0.000105
8664,0.000102,0.000108,0.000411,0.00011
8665,0.000102,0.000108,0.00042,0.000105
8666,0.000102,0.000108,0.000404,0.000105
8667,0.000103,0.000108,0.000409,0.000105
8668,0.000102,0.000108,0.000422,0.000105
8669,0.000102,0.000108,0.000413,0.000105
8670,0.000102,0.000113,0.000416,0.000105
8671,0.000102,0.000108,0.000415,0.000109
8672,0.000102,0.000108,0.000424,0.000105
8673,0.000107,0.000108,0.000415,0.000105
8674,0.000102,0.000108,0.000413,0.000105
8675,0.000102,0.000108,0.000415,0.000104
8676,0.000102,0.000108,0.000413,0.000104
8677,0.000102,0.000113,0.00041,0.000105
8678,0.000102,0.00011,0.00042,0.000106
8679,0.000102,0.000108,0.000417,0.000105
8680,0.000108,0.000108,0.000419,0.000105
8681,0.000102,0.000108,0.00042,0.000104
8682,0.000102,0.000108,0.000418,0.000105
8683,0.000102,0.000108,0.000422,0.000105
8684,0.000103,0.00011,0.00041,0.00011
8685,0.000102,0.000108,0.000411,0.000105
8686,0.000103,0.000108,0.000419,0.000105
8687,0.000107,0.000109,0.00042,0.000105
8688,0.000103,0.000108,0.000422,0.000105
8689,0.000103,0.000108,0.000418,0.000105
8690,0.000103,0.000113,0.000406,0.000105
8691,0.000103,0.000108,0.000402,0.00011
8692,0.000102,0.000108,0.000415,0.000105
8693,0.000102,0.000112,0.000413,0.000105
8694,0.000103,0.000108,0.000415,0.000105
8695,0.000103,0.000108,0.00042,0.000105
8696,0.000102,0.000108,0.000428,0.000105
8697,0.000102,0.000113,0.000407,0.000105
8698,0.000103,0.000108,0.000424,0.00011
8699,0.000102,0.000109,0.000417,0.000105
8700,0.000108,0.000108,0.000425,0.000105
8701,0.000103,0.000109,0.000418,0.000106
8702,0.000103,0.000108,0.000419,0.000108
8703,0.000102,0.000109,0.000417,0.000106
8704,0.000102,0.000114,0.00042,0.000106
8705,0.000103,0.000109,0.000419,0.000107
8706,0.000102,0.000108,0.000417,0.000105
8707,0.000108,0.000109,0.000412,0.000105
8708,0.000103,0.000108,0.000421,0.000105
8709,0.000103,0.000109,0.000422,0.000105
8710,0.000102,0.000108,0.000409,0.000105
8711,0.000102,0.00011,0.000422,0.000112
8712,0.000103,0.000108,0.000422,0.000106
8713,0.000103,0.000109,0.000412,0.000105
8714,0.000108,0.000109,0.000414,0.000105
8715,0.000103,0.000108,0.000417,0.000105
8716,0.000102,0.000109,0.000418,0.000105
8717,0.000102,0.000113,0.000406,0.000105
8718,0.000103,0.00011,0.000421,0.000111
8719,0.000103,0.000109,0.000415,0.000106
8720,0.000107,0.000108,0.000412,0.000105
8721,0.000104,0.000109,0.000419,0.000105
8722,0.000103,0.000109,0.000424,0.000106
8723,0.000102,0.000108,0.000419,0.000105
8724,0.000103,0.000114,0.000414,0.000106
8725,0.000103,0.000108,0.000419,0.00011
8726,0.000103,0.000108,0.00042,0.000106
8727,0.000107,0.000109,0.000422,0.000105
8728,0.000103,0.000109,0.000422,0.000105
8729,0.000102,0.000109,0.000416,0.000106
8730,0.000103,0.000108,0.000422,0.000105
8731,0.000103,0.000113,0.000423,0.000106
8732,0.000103,0.000109,0.000421,0.000106
8733,0.000103,0.000109,0.000424,0.000105
8734,0.000108,0.000109,0.000423,0.000105
8735,0.000103,0.000108,0.000424,0.000106
8736,0.000103,0.000108,0.000423,0.000105
8737,0.000102,0.000108,0.00042,0.000105
8738,0.000103,0.000113,0.00041,0.000112
8739,0.000103,0.000111,0.000408,0.000106
8740,0.000103,0.000108,0.00042,0.000105
8741,0.000104,0.000108,0.000415,0.000106
8742,0.000103,0.000109,0.000415,0.000106
8743,0.000102,0.000109,0.000418,0.000106
8744,0.000103,0.000109,0.000427,0.000106
8745,0.000103,0.000111,0.000419,0.000111
8746,0.000103,0.000109,0.00042,0.000106
8747,0.000103,0.000109,0.000419,0.000105
8748,0.000104,0.000109,0.000428,0.000105
8749,0.000103,0.000109,0.000418,0.000105
8750,0.000103,0.000109,0.000414,0.000105
8751,0.000103,0.000114,0.000422,0.000105
8752,0.000103,0.000108,0.000425,0.000107
8753,0.000103,0.000109,0.000406,0.000106
8754,0.000109,0.000109,0.000418,0.000105
8755,0.000103,0.000109,0.000422,0.000105
8756,0.000103,0.000109,0.000422,0.000106
8757,0.000103,0.000113,0.00042,0.000105
8758,0.000102,0.000114,0.000421,0.00011
8759,0.000103,0.000109,0.000425,0.000106
8760,0.000103,0.00011,0.000412,0.000106
8761,0.000107,0.000109,0.000411,0.000106
8762,0.000103,0.000109,0.000422,0.000105
8763,0.000103,0.000109,0.000426,0.000105
8764,0.000103,0.000109,0.000424,0.000105
8765,0.000103,0.000113,0.00042,0.000114
8766,0.000103,0.00011,0.000423,0.000106
8767,0.000104,0.000109,0.000415,0.000106
8768,0.000104,0.000109,0.000433,0.000106
8769,0.000103,0.000109,0.000416,0.000106
8770,0.000103,0.000109,0.000426,0.000105
8771,0.000103,0.000109,0.00042,0.000106
8772,0.000104,0.000111,0.000427,0.000111
8773,0.000103,0.000109,0.000422,0.000106
8774,0.00011,0.000109,0.000428,0.000105
8775,0.000103,0.000109,0.000409,0.000105
8776,0.000104,0.000109,0.000428,0.000106
8777,0.000103,0.00011,0.00042,0.000106
8778,0.000104,0.000114,0.000426,0.000106
8779,0.000103,0.000109,0.000425,0.000107
8780,0.000103,0.000109,0.000426,0.000106
8781,0.000109,0.00011,0.000422,0.000106
8782,0.000104,0.000109,0.000424,0.000106
8783,0.000103,0.00011,0.00043,0.000106
8784,0.000106,0.000109,0.000427,0.000106
8785,0.000104,0.000113,0.000426,0.000113
8786,0.000103,0.000109,0.000424,0.000106
8787,0.000103,0.00011,0.00043,0.000106
8788,0.000105,0.000109,0.00043,0.000106
8789,0.000103,0.00011,0.000427,0.000105
8790,0.000104,0.00011,0.000425,0.000106
8791,0.000104,0.000109,0.000413,0.000107
8792,0.000104,0.000111,0.000424,0.000111
8793,0.000103,0.00011,0.000417,0.000106
8794,0.000108,0.00011,0.000425,0.000106
8795,0.000103,0.000109,0.000416,0.000106
8796,0.000104,0.000109,0.000433,0.000106
8797,0.000103,0.000109,0.000421,0.000106
8798,0.000103,0.000115,0.000429,0.000106
8799,0.000104,0.00011,0.000423,0.000107
8800,0.000103,0.00011,0.000433,0.000106
8801,0.000108,0.00011,0.000411,0.000106
8802,0.000103,0.000109,0.00043,0.000106
8803,0.000104,0.00011,0.000423,0.000106
8804,0.000104,0.00011,0.000422,0.000106
8805,0.000103,0.000114,0.000416,0.000111
8806,0.000103,0.00011,0.00043,0.000106
8807,0.000103,0.00011,0.000424,0.000106
8808,0.000105,0.00011,0.00042,0.000106
8809,0.000104,0.00011,0.000421,0.000106
8810,0.000104,0.00011,0.000424,0.000106
8811,0.000103,0.00011,0.000429,0.000106
8812,0.000103,0.000114,0.00042,0.000111
8813,0.000104,0.000111,0.000417,0.000106
8814,0.000109,0.000109,0.000427,0.000106
8815,0.000104,0.00011,0.00043,0.000106
8816,0.000103,0.00011,0.000426,0.000106
8817,0.000103,0.00011,0.000425,0.000107
8818,0.000103,0.00011,0.000417,0.000107
8819,0.000103,0.00011,0.000417,0.000107
8820,0.000103,0.000113,0.000429,0.000106
8821,0.000109,0.00011,0.000432,0.000106
8822,0.000103,0.00011,0.000433,0.000106
8823,0.000103,0.00011,0.000431,0.000106
8824,0.000104,0.00011,0.000434,0.000107
8825,0.000104,0.000115,0.000414,0.000112
8826,0.000104,0.00011,0.000431,0.000106
8827,0.000103,0.000109,0.000424,0.000106
8828,0.000105,0.000109,0.000424,0.000106
8829,0.000104,0.000109,0.000413,0.000109
8830,0.000104,0.000109,0.00043,0.000107
8831,0.000104,0.00011,0.000417,0.000107
8832,0.000104,0.000115,0.000432,0.000112
8833,0.000104,0.000109,0.000413,0.000107
8834,0.000109,0.000109,0.000424,0.000106
8835,0.000104,0.00011,0.000424,0.000106
8836,0.000104,0.00011,0.000418,0.000106
8837,0.000103,0.00011,0.00042,0.000106
8838,0.000104,0.00011,0.000416,0.000106
8839,0.000104,0.000111,0.000424,0.000108
8840,0.000104,0.00011,0.000427,0.000106
8841,0.000109,0.00011,0.000415,0.000107
8842,0.000104,0.000109,0.000413,0.000106
8843,0.000104,0.00011,0.000417,0.000106
8844,0.000103,0.00011,0.000427,0.000107
8845,0.000104,0.000115,0.00042,0.000112
8846,0.000104,0.00011,0.000421,0.000107
8847,0.000104,0.000109,0.000431,0.000106
8848,0.000108,0.00011,0.000424,0.000107
8849,0.000105,0.00011,0.000427,0.000107
8850,0.000104,0.00011,0.000419,0.000106
8851,0.000104,0.00011,0.000423,0.000107
8852,0.000104,0.000116,0.000432,0.000113
8853,0.000103,0.00011,0.000416,0.000107
8854,0.00011,0.000109,0.000421,0.000107
8855,0.000104,0.00011,0.000417,0.000106
8856,0.000104,0.000109,0.000433,0.000107
8857,0.000104,0.00011,0.000428,0.000107
8858,0.000104,0.00011,0.000421,0.000106
8859,0.000104,0.000115,0.000427,0.000108
8860,0.000105,0.000111,0.000435,0.000108
8861,0.000109,0.00011,0.000423,0.000106
8862,0.000104,0.00011,0.00043,0.000107
8863,0.000104,0.00011,0.000423,0.000107
8864,0.000104,0.00011,0.000438,0.000106
8865,0.000104,0.000114,0.000417,0.000113
8866,0.000104,0.00011,0.000436,0.000107
8867,0.000104,0.00011,0.000417,0.000107
8868,0.000105,0.00011,0.000432,0.000106
8869,0.000104,0.000111,0.000428,0.000107
8870,0.000104,0.00011,0.000421,0.000106
8871,0.000104,0.00011,0.000423,0.000107
8872,0.000104,0.000116,0.000423,0.000112
8873,0.000104,0.00011,0.00042,0.000107
8874,0.000109,0.00011,0.000419,0.000107
8875,0.000105,0.00011,0.000432,0.000107
8876,0.000104,0.00011,0.00042,0.000107
8877,0.000104,0.00011,0.000431,0.000107
8878,0.000104,0.00011,0.000431,0.000107
8879,0.000104,0.000116,0.000434,0.00011
8880,0.000104,0.00011,0.000434,0.000107
8881,0.000109,0.00011,0.000429,0.000107
8882,0.000104,0.00011,0.000429,0.000107
8883,0.000104,0.00011,0.000423,0.000106
8884,0.000104,0.000114,0.00042,0.000107
8885,0.000104,0.000117,0.000429,0.000118
8886,0.000104,0.000111,0.000437,0.000107
8887,0.000104,0.000111,0.000431,0.000107
8888,0.000105,0.000111,0.000453,0.000106
8889,0.000105,0.00011,0.000428,0.000107
8890,0.000105,0.00011,0.000425,0.000107
8891,0.000105,0.00011,0.000433,0.000107
8892,0.000105,0.000117,0.000429,0.000108
8893,0.000104,0.00011,0.000419,0.00011
8894,0.000109,0.000111,0.000427,0.000107
8895,0.000104,0.000111,0.000421,0.000107
8896,0.000104,0.000111,0.000427,0.000107
8897,0.000105,0.00011,0.000433,0.000107
8898,0.000105,0.00011,0.000438,0.000113
8899,0.000105,0.000111,0.000429,0.000108
8900,0.000105,0.000111,0.000437,0.000107
8901,0.000106,0.000111,0.000417,0.000107
8902,0.000104,0.00011,0.000432,0.000108
8903,0.000104,0.00011,0.000434,0.000107
8904,0.000104,0.000111,0.000436,0.000107
8905,0.000105,0.000116,0.000421,0.000112
8906,0.000105,0.00011,0.00043,0.000107
8907,0.00011,0.000112,0.000434,0.000108
8908,0.000105,0.00011,0.000434,0.000107
8909,0.000104,0.00011,0.000436,0.000107
8910,0.000104,0.000111,0.000433,0.000107
8911,0.000105,0.00011,0.000429,0.000107
8912,0.000109,0.000116,0.000435,0.000109
8913,0.000105,0.00011,0.000437,0.000108
8914,0.00011,0.000111,0.000436,0.000107
8915,0.000105,0.000111,0.000437,0.000107
8916,0.000105,0.00011,0.000436,0.000107
8917,0.000104,0.000111,0.000436,0.000107
8918,0.000105,0.00011,0.000435,0.000113
8919,0.000104,0.000113,0.000435,0.000107
8920,0.000105,0.00011,0.000439,0.000108
8921,0.000106,0.000111,0.000424,0.000107
8922,0.000105,0.00011,0.000437,0.000107
8923,0.000105,0.000111,0.000421,0.000107
8924,0.000105,0.00011,0.000443,0.000107
8925,0.000105,0.000116,0.000417,0.00011
8926,0.000105,0.000111,0.000438,0.000108
8927,0.00011,0.000111,0.00042,0.000107
8928,0.000105,0.000111,0.000429,0.000108
8929,0.000104,0.000111,0.000431,0.000107
8930,0.000105,0.000111,0.000438,0.000107
8931,0.000104,0.000111,0.000429,0.000114
8932,0.000105,0.000115,0.000426,0.000107
8933,0.000105,0.000111,0.000429,0.000108
8934,0.000106,0.00011,0.000438,0.000107
8935,0.000105,0.000111,0.000436,0.000107
8936,0.000105,0.000111,0.000435,0.000108
8937,0.000104,0.00011,0.000433,0.000107
8938,0.000105,0.000111,0.000427,0.000113
8939,0.000105,0.000112,0.000433,0.000108
8940,0.00011,0.000111,0.000424,0.000107
8941,0.000105,0.000111,0.000433,0.000107
8942,0.000105,0.000111,0.000435,0.000108
8943,0.000105,0.000111,0.000429,0.000108
8944,0.000105,0.000111,0.000424,0.000108
8945,0.000105,0.000127,0.000435,0.000109
8946,0.000105,0.000111,0.000435,0.000107
8947,0.00011,0.000111,0.000423,0.000108
8948,0.000105,0.000114,0.000427,0.000107
8949,0.000105,0.000111,0.000425,0.000108
8950,0.000105,0.000111,0.000425,0.000108
8951,0.000105,0.000111,0.000426,0.000113
8952,0.000105,0.000116,0.000437,0.000107
8953,0.000105,0.000113,0.000433,0.000108
8954,0.000106,0.000111,0.000422,0.000107
8955,0.000105,0.000112,0.000435,0.000108
8956,0.000105,0.00011,0.000425,0.000108
8957,0.000105,0.000111,0.000437,0.000111
8958,0.000105,0.000115,0.000428,0.000109
8959,0.000105,0.000111,0.000424,0.000107
8960,0.000112,0.000112,0.000438,0.000107
8961,0.000105,0.000111,0.000434,0.000107
8962,0.000105,0.000111,0.000437,0.000107
8963,0.000105,0.000111,0.000426,0.000108
8964,0.000105,0.000111,0.000444,0.000113
8965,0.000106,0.000117,0.000423,0.000108
8966,0.000105,0.000111,0.000437,0.000108
8967,0.000106,0.000112,0.000436,0.000108
8968,0.000105,0.000111,0.000443,0.000108
8969,0.000105,0.000111,0.000422,0.000108
8970,0.000105,0.000111,0.000429,0.000108
8971,0.000106,0.000112,0.000427,0.000113
8972,0.000105,0.000112,0.000443,0.000108
8973,0.000111,0.000111,0.000435,0.000108
8974,0.000105,0.000112,0.000431,0.000108
8975,0.000109,0.000111,0.000429,0.000108
8976,0.000105,0.000111,0.00043,0.000108
8977,0.000105,0.000112,0.000424,0.000114
8978,0.000105,0.000116,0.000427,0.000109
8979,0.000105,0.000111,0.00043,0.000108
8980,0.000107,0.000112,0.000436,0.000108
8981,0.000106,0.000111,0.000439,0.000109
8982,0.000106,0.000112,0.000427,0.000108
8983,0.000105,0.000111,0.000436,0.000108
8984,0.000105,0.000112,0.00044,0.000113
8985,0.000105,0.000116,0.000424,0.000108
8986,0.00011,0.000112,0.000426,0.000108
8987,0.000105,0.000112,0.00043,0.000107
8988,0.000105,0.000111,0.000438,0.000108
8989,0.000105,0.000111,0.00044,0.000108
8990,0.000105,0.000112,0.000431,0.000108
8991,0.000105,0.000116,0.000432,0.000109
8992,0.000106,0.000112,0.000427,0.000109
8993,0.000109,0.000112,0.00044,0.000108
8994,0.000106,0.000111,0.000439,0.000109
8995,0.000105,0.000112,0.000433,0.000108
8996,0.000105,0.000112,0.000441,0.000108
8997,0.000106,0.000111,0.000444,0.000113
8998,0.000106,0.000117,0.000442,0.000108
8999,0.000109,0.000113,0.000443,0.000107
9000,0.000106,0.000112,0.000444,0.000108
9001,0.000105,0.000111,0.000429,0.000108
9002,0.000105,0.000111,0.000441,0.000108
9003,0.000106,0.000112,0.000438,0.000108
9004,0.000106,0.000112,0.000447,0.00011
9005,0.000106,0.000112,0.000422,0.000108
9006,0.000112,0.000111,0.000445,0.000108
9007,0.000105,0.000112,0.00044,0.000108
9008,0.000106,0.000111,0.000448,0.000109
9009,0.000106,0.000111,0.000433,0.000108
9010,0.000105,0.000111,0.000442,0.000114
9011,0.000105,0.000118,0.000442,0.000108
9012,0.000106,0.000116,0.000448,0.000109
9013,0.000106,0.000113,0.000437,0.000109
9014,0.000105,0.000112,0.000431,0.000108
9015,0.000105,0.000112,0.000428,0.000108
9016,0.000106,0.000112,0.000446,0.000108
9017,0.000106,0.000111,0.000438,0.000113
9018,0.000106,0.000117,0.000446,0.000109
9019,0.000111,0.000112,0.00044,0.000108
9020,0.000106,0.000112,0.000435,0.000111
9021,0.000106,0.000112,0.00043,0.000109
9022,0.000106,0.000112,0.00046,0.000109
9023,0.000106,0.000112,0.000438,0.000113
9024,0.000106,0.000117,0.000449,0.000108
9025,0.000106,0.000112,0.000436,0.000108
9026,0.000106,0.000112,0.000443,0.000108
9027,0.000106,0.000112,0.00044,0.000109
9028,0.000106,0.000112,0.000438,0.000109
9029,0.000106,0.000112,0.000437,0.000108
9030,0.000107,0.000112,0.000431,0.000113
9031,0.000106,0.000118,0.000444,0.000109
9032,0.000112,0.000112,0.000443,0.000108
9033,0.000106,0.000113,0.000444,0.000108
9034,0.000105,0.000112,0.000434,0.000109
9035,0.000106,0.000112,0.000434,0.000108
9036,0.000106,0.000112,0.000433,0.000113
9037,0.000105,0.000112,0.00044,0.00011
9038,0.000106,0.000114,0.000432,0.000109
9039,0.00011,0.000112,0.000434,0.000109
9040,0.000107,0.000112,0.00044,0.000109
9041,0.000106,0.000112,0.000434,0.000109
9042,0.000106,0.000112,0.000433,0.000109
9043,0.000105,0.000112,0.000432,0.000114
9044,0.000105,0.000117,0.000445,0.000109
9045,0.000111,0.000112,0.000443,0.000108
9046,0.000106,0.000112,0.000444,0.000109
9047,0.000105,0.000112,0.000443,0.000109
9048,0.000106,0.000112,0.00044,0.000109
9049,0.000106,0.000112,0.000443,0.000109
9050,0.000106,0.000112,0.000443,0.00011
9051,0.000106,0.000113,0.00044,0.000109
9052,0.000107,0.000112,0.000448,0.000109
9053,0.000106,0.000112,0.000438,0.000109
9054,0.000106,0.000112,0.000432,0.000109
9055,0.000106,0.000112,0.000447,0.000109
9056,0.000106,0.000112,0.000449,0.000114
9057,0.000106,0.000117,0.000445,0.000108
9058,0.000112,0.000113,0.000444,0.000109
9059,0.000106,0.000112,0.000428,0.000109
9060,0.000106,0.000112,0.000443,0.000108
9061,0.000106,0.000113,0.000433,0.000108
9062,0.000106,0.000112,0.000438,0.000109
9063,0.000105,0.000112,0.000443,0.00011
9064,0.000106,0.000113,0.000444,0.000108
9065,0.000107,0.000112,0.00044,0.000108
9066,0.000106,0.000112,0.000449,0.000109
9067,0.000106,0.000112,0.000444,0.000109
9068,0.000106,0.000112,0.000445,0.000109
9069,0.000106,0.000112,0.000442,0.000114
9070,0.000106,0.000118,0.000452,0.000109
9071,0.000112,0.000112,0.000438,0.000108
9072,0.000106,0.000112,0.000446,0.000109
9073,0.000106,0.000112,0.000444,0.000108
9074,0.000106,0.000113,0.000443,0.000108
9075,0.000106,0.000115,0.000447,0.000109
9076,0.000106,0.000113,0.000453,0.00011
9077,0.000106,0.000117,0.000442,0.000108
9078,0.000112,0.000113,0.000448,0.000109
9079,0.000106,0.000112,0.000445,0.000109
9080,0.000106,0.000112,0.000452,0.000109
9081,0.000106,0.000113,0.000444,0.000109
9082,0.000106,0.000113,0.000451,0.000114
9083,0.000106,0.000118,0.000442,0.000109
9084,0.000111,0.000113,0.000451,0.000112
9085,0.000106,0.000113,0.000429,0.000109
9086,0.000106,0.000113,0.000449,0.000109
9087,0.000106,0.000113,0.000446,0.000109
9088,0.000106,0.000112,0.000445,0.000108
9089,0.000106,0.000112,0.000443,0.00011
9090,0.000107,0.000117,0.000436,0.000109
9091,0.000111,0.000113,0.000446,0.000109
9092,0.000107,0.000112,0.000441,0.000109
9093,0.000107,0.000112,0.000434,0.000109
9094,0.000106,0.000112,0.000431,0.000109
9095,0.000106,0.000112,0.000436,0.000114
9096,0.000106,0.000117,0.000448,0.000109
9097,0.00011,0.000113,0.000441,0.000109
9098,0.000106,0.000113,0.000437,0.000109
9099,0.000106,0.000113,0.000442,0.000109
9100,0.000106,0.000112,0.000447,0.00011
9101,0.000106,0.000113,0.000438,0.000109
9102,0.000106,0.000113,0.000442,0.00011
9103,0.000113,0.000128,0.000449,0.000109
9104,0.000109,0.000113,0.000448,0.000109
9105,0.000107,0.000113,0.000449,0.00011
9106,0.000106,0.000112,0.000439,0.00011
9107,0.000106,0.000113,0.000449,0.00011
9108,0.000107,0.000112,0.000436,0.000114
9109,0.000107,0.000118,0.000433,0.000109
9110,0.000112,0.000113,0.000444,0.00011
9111,0.000107,0.000113,0.000446,0.00011
9112,0.000106,0.000112,0.000447,0.000109
9113,0.000106,0.000113,0.000441,0.000109
9114,0.000106,0.000113,0.000439,0.000109
9115,0.000106,0.000113,0.00045,0.000111
9116,0.000107,0.000128,0.000441,0.000109
9117,0.000108,0.000113,0.000437,0.000109
9118,0.000107,0.000113,0.000434,0.000109
9119,0.000107,0.000113,0.000443,0.000109
9120,0.000107,0.000113,0.000439,0.000109
9121,0.000107,0.000113,0.000447,0.000114
9122,0.000107,0.000119,0.000448,0.000109
9123,0.000111,0.000113,0.000452,0.00011
9124,0.000106,0.000113,0.000451,0.00011
9125,0.000107,0.000113,0.000443,0.00011
9126,0.000107,0.000113,0.00045,0.00011
9127,0.000106,0.000113,0.000452,0.000109
9128,0.000107,0.000113,0.000454,0.000111
9129,0.000106,0.000119,0.00044,0.000109
9130,0.000107,0.000113,0.000441,0.000109
9131,0.000107,0.000113,0.000452,0.00011
9132,0.000107,0.000113,0.000451,0.00011
9133,0.000107,0.000113,0.000437,0.000109
9134,0.000107,0.000113,0.000452,0.000114
9135,0.000107,0.000119,0.000441,0.000109
9136,0.000112,0.000113,0.000441,0.00011
9137,0.000107,0.000113,0.000439,0.00011
9138,0.000107,0.000113,0.000443,0.00011
9139,0.000107,0.000117,0.00044,0.000109
9140,0.000107,0.000114,0.000457,0.00011
9141,0.000107,0.000113,0.000445,0.000111
9142,0.000106,0.000118,0.000453,0.000109
9143,0.000108,0.000114,0.000437,0.00011
9144,0.000107,0.000113,0.000454,0.000109
9145,0.000107,0.000113,0.000447,0.00011
9146,0.000107,0.000113,0.000457,0.000109
9147,0.000107,0.000113,0.000454,0.000116
9148,0.000106,0.000119,0.000461,0.000114
9149,0.000113,0.000113,0.000448,0.00011
9150,0.000107,0.000113,0.000459,0.00011
9151,0.000107,0.000113,0.00045,0.00011
9152,0.000107,0.000114,0.000458,0.00011
9153,0.000107,0.000113,0.000439,0.00011
9154,0.000107,0.000113,0.000464,0.000111
9155,0.000106,0.000118,0.000451,0.000109
9156,0.000109,0.000114,0.000458,0.00011
9157,0.000107,0.000113,0.000445,0.000109
9158,0.000107,0.000113,0.000452,0.00011
9159,0.000107,0.000113,0.000449,0.00011
9160,0.000107,0.000113,0.000444,0.000114
9161,0.000106,0.000119,0.00045,0.000109
9162,0.000112,0.000114,0.000457,0.00011
9163,0.000107,0.000114,0.00044,0.00011
9164,0.000107,0.000114,0.000461,0.000109
9165,0.000107,0.000113,0.000437,0.00011
9166,0.000107,0.000113,0.000457,0.00011
9167,0.000111,0.000113,0.00045,0.000111
9168,0.000113,0.000119,0.000458,0.00011
9169,0.000107,0.000113,0.000436,0.00011
9170,0.000107,0.000113,0.000457,0.00011
9171,0.000108,0.000114,0.000451,0.000109
9172,0.000106,0.000113,0.000456,0.00011
9173,0.000108,0.000113,0.000448,0.000115
9174,0.000107,0.00012,0.000455,0.00011
9175,0.000112,0.000113,0.000444,0.00011
9176,0.000107,0.000114,0.000461,0.00011
9177,0.000107,0.000113,0.000439,0.00011
9178,0.000107,0.000114,0.000452,0.00011
9179,0.000107,0.000114,0.000442,0.000115
9180,0.000107,0.000114,0.000458,0.00011
9181,0.000112,0.000118,0.000452,0.000111
9182,0.000107,0.000113,0.00046,0.00011
9183,0.000107,0.000114,0.000441,0.000109
9184,0.000107,0.000113,0.000454,0.00011
9185,0.000108,0.000114,0.000447,0.00011
9186,0.000107,0.000114,0.000454,0.000114
9187,0.000107,0.000118,0.000449,0.000113
9188,0.000108,0.000113,0.000458,0.00011
9189,0.000107,0.000114,0.000449,0.00011
9190,0.000107,0.000113,0.000445,0.00011
9191,0.000107,0.000114,0.000442,0.00011
9192,0.000107,0.000114,0.000463,0.000115
9193,0.000108,0.000113,0.000452,0.000109
9194,0.000112,0.000115,0.000458,0.00011
9195,0.000107,0.000114,0.000455,0.00011
9196,0.000107,0.000114,0.000462,0.00011
9197,0.000107,0.000113,0.000453,0.000109
9198,0.000107,0.000114,0.000458,0.00011
9199,0.000107,0.000114,0.000447,0.000115
9200,0.000108,0.000118,0.000463,0.00011
9201,0.000108,0.000114,0.000445,0.00011
9202,0.000108,0.000114,0.000461,0.00011
9203,0.000108,0.000117,0.000454,0.00011
9204,0.000107,0.000114,0.000464,0.00011
9205,0.000108,0.000114,0.000453,0.000116
9206,0.000108,0.000114,0.00046,0.00011
9207,0.000112,0.000115,0.000441,0.000112
9208,0.000108,0.000114,0.000461,0.00011
9209,0.000107,0.000113,0.000451,0.00011
9210,0.000107,0.000114,0.00046,0.00011
9211,0.000108,0.000114,0.000442,0.00011
9212,0.000108,0.000114,0.000454,0.000115
9213,0.000108,0.000118,0.000455,0.000111
9214,0.000108,0.000114,0.000461,0.000111
9215,0.000107,0.000113,0.000455,0.00011
9216,0.000107,0.000114,0.000462,0.000111
9217,0.000107,0.000114,0.000451,0.00011
9218,0.000108,0.000114,0.000443,0.000116
9219,0.000108,0.000114,0.000438,0.00011
9220,0.000113,0.000114,0.000458,0.000111
9221,0.000108,0.000115,0.000452,0.00011
9222,0.000108,0.000114,0.000451,0.00011
9223,0.000107,0.000114,0.00044,0.00011
9224,0.000107,0.000114,0.000443,0.000111
9225,0.000107,0.000114,0.000442,0.000112
9226,0.000112,0.000119,0.000448,0.00011
9227,0.000108,0.000116,0.000456,0.000111
9228,0.000108,0.000114,0.000456,0.000111
9229,0.000108,0.000114,0.000443,0.00011
9230,0.000111,0.000114,0.000441,0.000111
9231,0.000108,0.000114,0.000456,0.000115
9232,0.000107,0.000119,0.000444,0.00011
9233,0.000109,0.000114,0.000459,0.00011
9234,0.000107,0.000114,0.000458,0.00011
9235,0.000107,0.000114,0.000459,0.00011
9236,0.000108,0.000114,0.000458,0.00011
9237,0.000108,0.000114,0.000456,0.000116
9238,0.000108,0.000114,0.000458,0.000111
9239,0.000113,0.00012,0.000457,0.00011
9240,0.000107,0.000115,0.000448,0.000111
9241,0.000108,0.000115,0.000444,0.00011
9242,0.000108,0.000114,0.000457,0.00011
9243,0.000108,0.000114,0.000459,0.000111
9244,0.000107,0.000114,0.000449,0.000115
9245,0.000107,0.00012,0.000455,0.000111
9246,0.000109,0.000115,0.000457,0.00011
9247,0.000107,0.000114,0.000462,0.000111
