n,plus,multi,square
5367,7.1e-05,6.9e-05,0.000224
5368,7.1e-05,7.5e-05,0.000231
5369,7.1e-05,7e-05,0.000223
5370,7e-05,7e-05,0.000225
5371,7.1e-05,7e-05,0.00022
5372,7.1e-05,7e-05,0.000231
5373,7.8e-05,7e-05,0.000226
5374,7.1e-05,6.9e-05,0.000227
5375,7.2e-05,6.9e-05,0.000229
5376,7.1e-05,7e-05,0.0004
5377,7.2e-05,6.9e-05,0.000388
5378,7.1e-05,7.4e-05,0.000249
5379,7.1e-05,7.5e-05,0.000223
5380,7.1e-05,7e-05,0.000227
5381,7.1e-05,7e-05,0.000224
5382,7.2e-05,7e-05,0.000231
5383,8.1e-05,7e-05,0.000226
5384,7.2e-05,7e-05,0.000228
5385,7.2e-05,7e-05,0.000224
5386,7.1e-05,7e-05,0.000232
5387,7.1e-05,7e-05,0.000226
5388,7.1e-05,6.9e-05,0.000229
5389,7.1e-05,7.4e-05,0.000225
5390,7.2e-05,7e-05,0.000228
5391,7.2e-05,7e-05,0.000227
5392,7.2e-05,7e-05,0.00023
5393,7.7e-05,7e-05,0.000231
5394,7.3e-05,7e-05,0.000224
5395,7.2e-05,7e-05,0.000226
5396,7.2e-05,7e-05,0.000228
5397,7.2e-05,7e-05,0.000232
5398,7.1e-05,7e-05,0.000229
5399,7.1e-05,7e-05,0.000226
5400,7.1e-05,7.7e-05,0.000223
5401,7.1e-05,7e-05,0.000229
5402,7.1e-05,7e-05,0.000228
5403,7.7e-05,7.9e-05,0.000229
5404,7.2e-05,7e-05,0.000236
5405,7.5e-05,7e-05,0.000231
5406,7.2e-05,7e-05,0.000228
5407,7.2e-05,7e-05,0.000225
5408,7.1e-05,7e-05,0.000233
5409,7.2e-05,7e-05,0.000241
5410,7.1e-05,7.7e-05,0.00023
5411,7.1e-05,7e-05,0.000226
5412,7.1e-05,7e-05,0.000229
5413,7.3e-05,7e-05,0.000235
5414,7.1e-05,7.1e-05,0.000237
5415,7.1e-05,7e-05,0.000232
5416,7e-05,7e-05,0.000235
5417,7.1e-05,7e-05,0.000226
5418,7e-05,7e-05,0.000227
5419,7e-05,7e-05,0.000227
5420,7e-05,7e-05,0.000233
5421,7.1e-05,7.2e-05,0.000227
5422,7.1e-05,7e-05,0.000233
5423,7.2e-05,7e-05,0.000228
5424,7e-05,7e-05,0.000235
5425,7.1e-05,7e-05,0.000226
5426,7e-05,7e-05,0.000227
5427,7.1e-05,7e-05,0.000228
5428,7.1e-05,7.1e-05,0.000237
5429,7.1e-05,7e-05,0.000229
5430,7.1e-05,7.1e-05,0.000231
5431,7.1e-05,7.6e-05,0.000224
5432,7.1e-05,7.1e-05,0.000234
5433,7.1e-05,7e-05,0.000223
5434,7.1e-05,7.1e-05,0.000225
5435,7.1e-05,7e-05,0.000231
5436,7.1e-05,7e-05,0.000233
5437,7.1e-05,7e-05,0.000221
5438,7.1e-05,7e-05,0.000223
5439,7.1e-05,7e-05,0.000229
5440,7.1e-05,7e-05,0.000228
5441,7.1e-05,7.7e-05,0.000227
5442,7.1e-05,8.2e-05,0.000229
5443,7.2e-05,7.2e-05,0.000229
5444,7.2e-05,7.1e-05,0.00023
5445,7e-05,7e-05,0.000227
5446,7.1e-05,7e-05,0.000224
5447,7e-05,7.1e-05,0.000228
5448,7.1e-05,7e-05,0.000226
5449,7.2e-05,7e-05,0.000227
5450,7.2e-05,7.1e-05,0.000229
5451,7.2e-05,7e-05,0.000235
5452,7.2e-05,7.2e-05,0.000232
5453,7.3e-05,7.1e-05,0.00023
5454,7.2e-05,7.1e-05,0.000233
5455,7.1e-05,7.1e-05,0.000233
5456,7.2e-05,7.1e-05,0.000233
5457,7.1e-05,7.1e-05,0.00023
5458,7.1e-05,7.1e-05,0.000236
5459,7.1e-05,7.1e-05,0.00023
5460,7.1e-05,7.1e-05,0.000231
5461,7e-05,7e-05,0.000228
5462,7.1e-05,7.6e-05,0.000236
5463,7.2e-05,7.1e-05,0.000233
5464,7.2e-05,7.1e-05,0.000234
5465,7.1e-05,7.1e-05,0.000228
5466,7.1e-05,7.1e-05,0.000236
5467,7.1e-05,7.1e-05,0.00023
5468,7.2e-05,7.1e-05,0.000232
5469,7.5e-05,7.1e-05,0.000229
5470,7.2e-05,7.1e-05,0.000238
5471,7e-05,7.1e-05,0.000232
5472,7.6e-05,7.7e-05,0.000235
5473,7.2e-05,7.1e-05,0.000236
5474,7.1e-05,7.1e-05,0.000235
5475,7.2e-05,7.1e-05,0.000231
5476,7.2e-05,7.1e-05,0.000232
5477,7.1e-05,7.1e-05,0.000235
5478,7.2e-05,7.1e-05,0.000237
5479,7.1e-05,7.1e-05,0.000233
5480,7.1e-05,7.1e-05,0.000235
5481,7e-05,7.1e-05,0.000238
5482,7.8e-05,7.1e-05,0.000236
5483,7.2e-05,7.2e-05,0.000233
5484,7.1e-05,7.1e-05,0.000233
5485,7.1e-05,7.1e-05,0.000236
5486,7.1e-05,7.1e-05,0.000233
5487,7.2e-05,7.1e-05,0.000232
5488,7.1e-05,7e-05,0.000239
5489,7.1e-05,7.1e-05,0.000232
5490,7.2e-05,7.1e-05,0.000232
5491,7.1e-05,7.1e-05,0.000233
5492,7.9e-05,7e-05,0.000253
5493,7.2e-05,7.7e-05,0.000235
5494,7.1e-05,7e-05,0.000234
5495,7.1e-05,7.1e-05,0.000234
5496,7.1e-05,7e-05,0.000242
5497,7.1e-05,7.1e-05,0.000232
5498,7.1e-05,7.1e-05,0.000234
5499,7.1e-05,7.1e-05,0.000234
5500,7.3e-05,7.1e-05,0.000236
5501,7.1e-05,7.1e-05,0.000231
5502,7.9e-05,7.1e-05,0.000233
5503,7.2e-05,7.7e-05,0.000244
5504,7.1e-05,7.1e-05,0.000243
5505,7.2e-05,7.5e-05,0.000424
5506,7.2e-05,7.1e-05,0.000437
5507,7.2e-05,7.1e-05,0.000315
5508,7.1e-05,7.1e-05,0.000245
5509,7.2e-05,7.1e-05,0.00024
5510,7.1e-05,7.1e-05,0.000236
5511,7.2e-05,7.1e-05,0.000233
5512,7.7e-05,7.1e-05,0.000241
5513,7.2e-05,7.1e-05,0.000234
5514,7.2e-05,7.2e-05,0.000234
5515,7.1e-05,7.1e-05,0.000233
5516,7.1e-05,7.1e-05,0.000241
5517,7.2e-05,7.1e-05,0.000229
5518,7.1e-05,7.1e-05,0.000236
5519,7.2e-05,7.2e-05,0.000234
5520,7.2e-05,7.1e-05,0.000243
5521,7.2e-05,7.1e-05,0.000233
5522,7.7e-05,7.1e-05,0.000233
5523,7.3e-05,7.1e-05,0.000231
5524,7.2e-05,7.5e-05,0.00024
5525,7.2e-05,7.2e-05,0.000232
5526,7.2e-05,7.1e-05,0.000235
5527,7.2e-05,7.1e-05,0.000238
5528,7.2e-05,7.2e-05,0.000239
5529,7.2e-05,7.2e-05,0.000235
5530,7.2e-05,7.1e-05,0.000237
5531,7.2e-05,7.2e-05,0.00024
5532,7.3e-05,7.1e-05,0.000245
5533,7.5e-05,7.2e-05,0.000233
5534,7.2e-05,7.8e-05,0.000236
5535,7.2e-05,7.1e-05,0.000242
5536,7.1e-05,7.1e-05,0.000238
5537,7.1e-05,7.1e-05,0.000227
5538,7.2e-05,7.2e-05,0.000234
5539,7.1e-05,7.2e-05,0.000235
5540,7.2e-05,7.2e-05,0.000237
5541,7.8e-05,7.2e-05,0.000235
5542,7.4e-05,7.1e-05,0.00025
5543,7.2e-05,7.2e-05,0.000238
5544,7.2e-05,7.8e-05,0.000238
5545,7.2e-05,7.1e-05,0.000234
5546,7.2e-05,7.1e-05,0.000241
5547,7.1e-05,7.2e-05,0.000237
5548,7.2e-05,7.2e-05,0.000238
5549,7.1e-05,7.2e-05,0.000234
5550,7.2e-05,7.2e-05,0.000237
5551,7.7e-05,7.2e-05,0.000237
5552,7.3e-05,7.1e-05,0.000239
5553,7.1e-05,7.1e-05,0.000238
5554,7.2e-05,7.2e-05,0.000237
5555,7.1e-05,7.3e-05,0.000236
5556,7.2e-05,7.2e-05,0.000238
5557,7.2e-05,7.2e-05,0.000238
5558,7.2e-05,7.1e-05,0.000238
5559,7.2e-05,7.2e-05,0.000236
5560,7.2e-05,7.2e-05,0.000239
5561,7.8e-05,7.1e-05,0.000238
5562,7.3e-05,7.2e-05,0.000238
5563,7.2e-05,7.2e-05,0.000236
5564,7.2e-05,7.2e-05,0.000237
5565,7.2e-05,7.3e-05,0.000231
5566,7.2e-05,7.2e-05,0.000233
5567,7.4e-05,7.1e-05,0.000231
5568,7.1e-05,7.2e-05,0.000244
5569,7.2e-05,7.6e-05,0.000235
5570,7.2e-05,7.2e-05,0.000236
5571,8e-05,7.2e-05,0.000237
5572,7.2e-05,7.2e-05,0.000245
5573,7.2e-05,7.1e-05,0.000236
5574,7.2e-05,7.2e-05,0.000238
5575,7.2e-05,7.7e-05,0.000241
5576,7.2e-05,7.2e-05,0.00024
5577,7.2e-05,7.2e-05,0.000235
5578,7.2e-05,7.1e-05,0.000237
5579,7.3e-05,7.2e-05,0.000242
5580,7.1e-05,7.1e-05,0.00024
5581,7.3e-05,7.2e-05,0.000236
5582,0.000127,7.1e-05,0.000238
5583,0.000136,7.2e-05,0.000244
5584,0.000125,7.2e-05,0.000241
5585,0.000127,7.7e-05,0.000236
5586,0.00014,7.2e-05,0.000243
5587,0.000125,7.2e-05,0.000239
5588,0.00014,7.2e-05,0.000241
5589,9.8e-05,7.2e-05,0.000235
5590,7.9e-05,7.2e-05,0.000243
5591,7.5e-05,7.1e-05,0.00024
5592,7.2e-05,7.2e-05,0.000241
5593,7.2e-05,7.2e-05,0.000237
5594,7.9e-05,7.2e-05,0.000244
5595,7.2e-05,7.8e-05,0.000239
5596,7.2e-05,7.2e-05,0.000241
5597,7.8e-05,7.2e-05,0.000243
5598,7.2e-05,7.2e-05,0.000241
5599,7.2e-05,7.2e-05,0.000239
5600,7.2e-05,7.2e-05,0.000241
5601,7e-05,7.2e-05,0.000236
5602,7.1e-05,7.2e-05,0.000233
5603,7.1e-05,7.2e-05,0.000233
5604,7.9e-05,7.2e-05,0.000234
5605,7.2e-05,7.8e-05,0.000241
5606,7.1e-05,7.2e-05,0.000233
5607,7.1e-05,7.2e-05,0.000231
5608,7.2e-05,7.2e-05,0.000234
5609,7.1e-05,7.3e-05,0.000231
5610,7.1e-05,7.2e-05,0.000231
5611,7.1e-05,0.000108,0.000231
5612,7.1e-05,0.000131,0.000236
5613,7.1e-05,0.000125,0.000231
5614,7.2e-05,0.000122,0.000234
5615,7.3e-05,0.000137,0.000231
5616,7.1e-05,0.000126,0.000239
5617,7.1e-05,0.000125,0.00023
5618,7.1e-05,0.000105,0.000231
5619,7.1e-05,7.3e-05,0.000231
5620,7.1e-05,8.2e-05,0.000239
5621,7.2e-05,7.2e-05,0.000231
5622,7e-05,7.3e-05,0.000232
5623,7.1e-05,7.2e-05,0.000233
5624,7.2e-05,7.2e-05,0.000237
5625,7.7e-05,7.3e-05,0.000233
5626,7.1e-05,7.2e-05,0.000234
5627,7.1e-05,7.3e-05,0.000236
5628,7.1e-05,7.2e-05,0.000235
5629,7.1e-05,7.2e-05,0.00023
5630,7.1e-05,8.1e-05,0.000228
5631,7.2e-05,7.3e-05,0.000311
5632,7.2e-05,7.2e-05,0.000447
5633,7.1e-05,7.7e-05,0.000441
5634,7.2e-05,7.3e-05,0.000249
5635,7.9e-05,7.3e-05,0.000232
5636,7.1e-05,7.2e-05,0.000238
5637,7.2e-05,7.3e-05,0.000233
5638,7.1e-05,7.2e-05,0.000233
5639,7.1e-05,7.2e-05,0.000233
5640,7.1e-05,7.8e-05,0.00024
5641,7.1e-05,7.2e-05,0.000234
5642,7.2e-05,7.3e-05,0.000235
5643,7.1e-05,7.2e-05,0.000234
5644,7.1e-05,7.2e-05,0.00024
5645,7.8e-05,7.3e-05,0.000231
5646,7.1e-05,7.2e-05,0.000234
5647,7.1e-05,7.3e-05,0.000234
5648,7.1e-05,7.3e-05,0.000236
5649,7.2e-05,7.3e-05,0.000232
5650,7.2e-05,8.2e-05,0.000232
5651,7.2e-05,7.3e-05,0.000242
5652,7.2e-05,7.3e-05,0.000232
5653,7.2e-05,7.3e-05,0.000227
5654,7.2e-05,7.3e-05,0.00023
5655,7.1e-05,7.3e-05,0.000237
5656,7.3e-05,7.2e-05,0.000236
5657,7.1e-05,7.3e-05,0.000231
5658,7.2e-05,7.2e-05,0.000233
5659,7.2e-05,7.2e-05,0.000245
5660,7.7e-05,8e-05,0.00024
5661,7.2e-05,7.3e-05,0.000232
5662,7.2e-05,7.2e-05,0.000237
5663,7.2e-05,7.2e-05,0.000235
5664,7.1e-05,7.3e-05,0.000242
5665,7.2e-05,7.3e-05,0.000232
5666,7.3e-05,7.3e-05,0.000241
5667,7.2e-05,7.3e-05,0.000237
5668,7.3e-05,7.3e-05,0.000237
5669,7.2e-05,7.3e-05,0.000239
5670,7.2e-05,7.8e-05,0.000247
5671,7.1e-05,7.2e-05,0.000235
5672,7.2e-05,7.2e-05,0.000236
5673,7.2e-05,7.2e-05,0.000233
5674,7.2e-05,7.3e-05,0.000238
5675,7.2e-05,7.3e-05,0.000228
5676,7.6e-05,7.3e-05,0.000235
5677,7.2e-05,7.3e-05,0.000248
5678,7.1e-05,7.3e-05,0.000241
5679,7.2e-05,7.3e-05,0.000235
5680,7.1e-05,7.8e-05,0.000237
5681,7.2e-05,7.3e-05,0.00024
5682,7.2e-05,7.3e-05,0.000237
5683,7.2e-05,7.3e-05,0.000235
5684,7.2e-05,7.4e-05,0.000239
5685,7.2e-05,7.3e-05,0.000236
5686,7.9e-05,7.3e-05,0.000241
5687,7.1e-05,7.3e-05,0.000235
5688,7.2e-05,7.3e-05,0.000244
5689,7.2e-05,7.3e-05,0.000236
5690,7.1e-05,7.8e-05,0.000237
5691,7.2e-05,7.3e-05,0.000238
5692,7.2e-05,7.3e-05,0.000242
5693,7.1e-05,7.3e-05,0.000235
5694,7.2e-05,7.3e-05,0.000236
5695,7.2e-05,7.3e-05,0.000241
5696,7.8e-05,7.3e-05,0.000235
5697,7.1e-05,7.7e-05,0.000234
5698,7.2e-05,7.4e-05,0.000235
5699,7.1e-05,7.3e-05,0.000246
5700,7.2e-05,8.1e-05,0.000239
5701,7.1e-05,7.3e-05,0.000235
5702,7.2e-05,7.3e-05,0.000238
5703,7.1e-05,7.3e-05,0.000241
5704,7.2e-05,7.3e-05,0.000244
5705,7.2e-05,7.3e-05,0.000233
5706,7.7e-05,7.3e-05,0.000235
5707,7.2e-05,7.3e-05,0.000235
5708,7.2e-05,7.3e-05,0.000237
5709,7.1e-05,7.3e-05,0.000233
5710,7.2e-05,8.8e-05,0.000236
5711,7.2e-05,7.3e-05,0.000241
5712,7.2e-05,7.3e-05,0.00024
5713,7.2e-05,7.3e-05,0.000235
5714,7.2e-05,7.4e-05,0.000242
5715,7.2e-05,7.3e-05,0.00024
5716,7.1e-05,7.9e-05,0.000239
5717,7.3e-05,7.2e-05,0.000236
5718,7.2e-05,7.3e-05,0.000249
5719,7.2e-05,7.3e-05,0.000238
5720,7.2e-05,9.6e-05,0.00024
5721,7.3e-05,7.4e-05,0.000244
5722,7.2e-05,7.3e-05,0.00024
5723,7.2e-05,7.3e-05,0.000238
5724,7.6e-05,7.3e-05,0.00024
5725,7.2e-05,7.3e-05,0.000241
5726,7.2e-05,7.4e-05,0.000239
5727,7.3e-05,7.4e-05,0.000237
5728,7.2e-05,7.3e-05,0.000239
5729,7.1e-05,7.3e-05,0.000242
5730,7.3e-05,7.4e-05,0.000238
5731,7.2e-05,7.3e-05,0.000238
5732,7.2e-05,7.4e-05,0.000244
5733,7.1e-05,7.4e-05,0.000241
5734,7.2e-05,7.3e-05,0.000239
5735,7.2e-05,7.3e-05,0.00024
5736,7.2e-05,7.3e-05,0.000247
5737,7.9e-05,7.4e-05,0.000236
5738,7.2e-05,7.4e-05,0.000238
5739,7.2e-05,7.3e-05,0.000238
5740,7.3e-05,7.5e-05,0.000244
5741,7.2e-05,7.4e-05,0.000239
5742,7.2e-05,7.3e-05,0.000236
5743,7.2e-05,7.3e-05,0.000245
5744,7.3e-05,7.4e-05,0.000243
5745,7.2e-05,7.4e-05,0.000236
5746,7.2e-05,7.4e-05,0.000238
5747,7.7e-05,7.3e-05,0.000241
5748,7.2e-05,7.3e-05,0.00024
5749,7.3e-05,7.3e-05,0.000238
5750,7.2e-05,7.6e-05,0.00024
5751,7.2e-05,7.3e-05,0.000245
5752,7.2e-05,7.3e-05,0.000241
5753,7.2e-05,7.3e-05,0.000236
5754,7.3e-05,7.3e-05,0.000244
5755,7.2e-05,7.3e-05,0.000241
5756,7.2e-05,7.3e-05,0.000242
5757,7.8e-05,7.3e-05,0.000406
5758,7.2e-05,7.4e-05,0.000422
5759,7.2e-05,8.1e-05,0.000304
5760,7.3e-05,7.9e-05,0.000255
5761,7.2e-05,7.4e-05,0.00024
5762,7.2e-05,7.3e-05,0.00024
5763,7.2e-05,7.3e-05,0.000246
5764,7.3e-05,7.3e-05,0.000243
5765,7.2e-05,7.3e-05,0.000238
5766,7.3e-05,7.3e-05,0.00024
5767,7.8e-05,7.4e-05,0.000243
5768,7.3e-05,7.4e-05,0.000242
5769,7.2e-05,7.9e-05,0.000238
5770,7.3e-05,7.4e-05,0.000241
5771,7.2e-05,7.3e-05,0.000245
5772,7.3e-05,7.4e-05,0.000243
5773,7.2e-05,7.4e-05,0.00024
5774,7.3e-05,7.4e-05,0.000249
5775,7.3e-05,7.4e-05,0.000244
5776,7.2e-05,7.3e-05,0.000242
5777,7.8e-05,7.4e-05,0.000238
5778,7.3e-05,7.4e-05,0.000245
5779,7.2e-05,7.9e-05,0.000241
5780,7.3e-05,7.4e-05,0.000243
5781,7.2e-05,7.4e-05,0.000239
5782,7.2e-05,7.3e-05,0.000242
5783,7.2e-05,7.4e-05,0.000242
5784,7.3e-05,7.4e-05,0.000249
5785,7.3e-05,7.4e-05,0.000243
5786,7.2e-05,7.4e-05,0.000242
5787,8e-05,7.4e-05,0.000244
5788,7.6e-05,7.3e-05,0.000243
5789,7.3e-05,8.9e-05,0.000248
5790,7.3e-05,7.4e-05,0.000242
5791,7.2e-05,7.4e-05,0.000242
5792,7.2e-05,7.4e-05,0.00025
5793,7.2e-05,7.4e-05,0.000242
5794,7.3e-05,7.4e-05,0.000248
5795,7.2e-05,7.4e-05,0.000243
5796,7.3e-05,7.4e-05,0.00025
5797,7.9e-05,7.4e-05,0.000253
5798,7.3e-05,7.4e-05,0.000246
5799,7.3e-05,8e-05,0.000249
5800,7.3e-05,7.4e-05,0.000247
5801,7.3e-05,7.4e-05,0.000244
5802,7.2e-05,7.4e-05,0.000242
5803,7.2e-05,7.4e-05,0.000249
5804,7.3e-05,7.4e-05,0.000249
5805,7.2e-05,7.4e-05,0.000246
5806,7.2e-05,7.4e-05,0.000245
5807,7.8e-05,7.4e-05,0.00025
5808,7.3e-05,7.4e-05,0.00025
5809,7.3e-05,7.9e-05,0.000241
5810,7.3e-05,7.4e-05,0.000244
5811,7.3e-05,7.4e-05,0.000248
5812,7.3e-05,7.4e-05,0.000245
5813,7.3e-05,7.4e-05,0.000239
5814,7.4e-05,7.4e-05,0.000243
5815,7.3e-05,7.4e-05,0.000237
5816,7.3e-05,7.4e-05,0.00024
5817,7.8e-05,7.4e-05,0.000242
5818,7.3e-05,7.4e-05,0.00024
5819,7.3e-05,7.5e-05,0.000246
5820,7.2e-05,7.4e-05,0.000243
5821,7.3e-05,7.4e-05,0.000244
5822,7.2e-05,7.4e-05,0.000251
5823,7.3e-05,7.4e-05,0.000244
5824,7.3e-05,7.8e-05,0.000246
5825,7.3e-05,7.4e-05,0.000249
5826,7.2e-05,7.4e-05,0.000245
5827,7.8e-05,7.4e-05,0.000249
5828,7.3e-05,8e-05,0.000254
5829,7.3e-05,7.5e-05,0.000242
5830,7.3e-05,7.4e-05,0.000244
5831,7.3e-05,7.4e-05,0.000238
5832,7.3e-05,7.4e-05,0.000248
5833,7.4e-05,7.5e-05,0.000243
5834,7.3e-05,7.5e-05,0.00025
5835,7.3e-05,7.4e-05,0.000249
5836,7.3e-05,7.5e-05,0.000251
5837,7.8e-05,7.5e-05,0.000243
5838,7.4e-05,8e-05,0.000249
5839,7.3e-05,7.4e-05,0.000257
5840,7.3e-05,7.4e-05,0.000247
5841,7.3e-05,7.4e-05,0.00025
5842,7.3e-05,7.4e-05,0.000252
5843,7.3e-05,7.4e-05,0.000251
5844,7.3e-05,7.4e-05,0.000247
5845,7.3e-05,7.4e-05,0.000244
5846,7.3e-05,7.5e-05,0.000255
5847,7.8e-05,7.5e-05,0.000246
5848,7.4e-05,8e-05,0.000247
5849,7.3e-05,7.5e-05,0.000252
5850,7.3e-05,7.5e-05,0.000252
5851,7.3e-05,7.4e-05,0.000246
5852,7.6e-05,7.4e-05,0.000247
5853,7.4e-05,7.4e-05,0.000253
5854,7.4e-05,7.4e-05,0.000247
5855,7.4e-05,7.5e-05,0.000244
5856,7.4e-05,7.4e-05,0.000253
5857,7.9e-05,7.5e-05,0.00025
5858,7.3e-05,8e-05,0.000246
5859,7.3e-05,7.5e-05,0.000248
5860,7.4e-05,7.5e-05,0.00026
5861,7.4e-05,7.4e-05,0.000246
5862,7.4e-05,7.5e-05,0.000247
5863,7.3e-05,7.4e-05,0.000246
5864,7.3e-05,7.5e-05,0.000249
5865,7.3e-05,7.5e-05,0.000245
5866,7.3e-05,7.4e-05,0.000246
5867,8.2e-05,7.5e-05,0.000252
5868,7.3e-05,8e-05,0.000251
5869,7.3e-05,7.4e-05,0.000246
5870,7.3e-05,7.5e-05,0.000248
5871,7.3e-05,7.5e-05,0.000252
5872,7.3e-05,7.4e-05,0.00025
5873,7.4e-05,7.4e-05,0.000246
5874,7.3e-05,7.5e-05,0.000248
5875,7.3e-05,7.4e-05,0.000247
5876,7.3e-05,7.5e-05,0.000247
5877,7.9e-05,7.5e-05,0.000247
5878,7.3e-05,7.5e-05,0.00027
5879,7.4e-05,7.5e-05,0.000441
5880,7.4e-05,7.5e-05,0.000425
5881,7.3e-05,7.5e-05,0.00025
5882,7.3e-05,7.5e-05,0.00025
5883,7.3e-05,7.4e-05,0.000253
5884,7.3e-05,7.5e-05,0.000251
5885,7.3e-05,7.4e-05,0.000246
5886,7.3e-05,7.5e-05,0.000248
5887,8.4e-05,8e-05,0.000255
5888,7.4e-05,7.8e-05,0.000252
5889,7.4e-05,7.6e-05,0.000245
5890,0.0001,8.2e-05,0.000278
5891,7.8e-05,7.6e-05,0.000251
5892,7.4e-05,7.5e-05,0.000251
5893,7.5e-05,7.5e-05,0.000248
5894,7.4e-05,7.5e-05,0.000256
5895,7.4e-05,7.4e-05,0.00025
5896,7.3e-05,7.6e-05,0.000253
5897,7.5e-05,8e-05,0.000254
5898,7.3e-05,7.5e-05,0.000251
5899,7.3e-05,7.4e-05,0.000249
5900,7.4e-05,7.5e-05,0.000251
5901,7.3e-05,7.5e-05,0.000255
5902,7.3e-05,7.5e-05,0.000251
5903,7.4e-05,7.5e-05,0.00025
5904,7.4e-05,7.4e-05,0.000256
5905,7.4e-05,7.5e-05,0.000249
5906,7.3e-05,7.5e-05,0.000249
5907,7.5e-05,7.6e-05,0.000254
5908,7.4e-05,7.5e-05,0.000253
5909,7.4e-05,7.5e-05,0.000252
5910,7.4e-05,7.4e-05,0.000249
5911,7.4e-05,7.5e-05,0.000255
5912,7.4e-05,7.5e-05,0.000253
5913,7.3e-05,7.5e-05,0.000251
5914,7.4e-05,7.5e-05,0.00025
5915,7.7e-05,7.5e-05,0.00025
5916,8e-05,8e-05,0.000252
5917,7.4e-05,7.6e-05,0.000248
5918,7.4e-05,7.5e-05,0.000261
5919,7.4e-05,7.5e-05,0.000251
5920,7.4e-05,7.5e-05,0.000256
5921,7.4e-05,7.5e-05,0.000247
5922,7.4e-05,7.6e-05,0.000251
5923,7.4e-05,7.5e-05,0.000248
5924,7.3e-05,7.5e-05,0.000258
5925,7.4e-05,7.5e-05,0.000256
5926,9.1e-05,8.1e-05,0.000257
5927,0.00015,7.6e-05,0.00025
5928,0.000134,7.6e-05,0.000257
5929,0.000133,7.5e-05,0.000254
5930,0.000131,7.5e-05,0.000251
5931,0.000129,7.6e-05,0.000252
5932,0.000125,7.5e-05,0.00026
5933,8.4e-05,7.5e-05,0.000255
5934,8.3e-05,7.6e-05,0.000256
5935,8.1e-05,7.5e-05,0.000259
5936,8e-05,8.1e-05,0.000256
5937,8e-05,7.5e-05,0.000247
5938,8e-05,7.5e-05,0.000253
5939,8e-05,7.5e-05,0.000255
5940,8.7e-05,7.5e-05,0.000252
5941,0.000107,7.5e-05,0.000255
5942,9.9e-05,7.5e-05,0.00026
5943,9.7e-05,7.6e-05,0.000255
5944,9.6e-05,7.5e-05,0.00026
5945,9.5e-05,7.6e-05,0.000254
5946,9.4e-05,7.7e-05,0.000265
5947,9.5e-05,7.6e-05,0.000253
5948,0.000102,7.6e-05,0.000254
5949,9.5e-05,9.4e-05,0.000278
5950,9.4e-05,0.000133,0.000257
5951,9.4e-05,0.000146,0.000252
5952,9.4e-05,0.000143,0.000258
5953,9.4e-05,0.000137,0.000251
5954,9.5e-05,0.00013,0.000252
5955,9.4e-05,0.00013,0.00025
5956,0.000103,0.0001,0.000257
5957,9.5e-05,7.6e-05,0.00025
5958,9.4e-05,7.6e-05,0.000252
5959,9.4e-05,8.2e-05,0.000256
5960,9.3e-05,7.6e-05,0.000256
5961,9.3e-05,7.6e-05,0.000248
5962,9.3e-05,7.6e-05,0.000255
5963,9.4e-05,7.6e-05,0.000258
5964,0.000145,7.5e-05,0.000262
5965,0.000108,7.6e-05,0.000258
5966,0.000102,7.6e-05,0.00026
5967,0.0001,7.6e-05,0.000258
5968,9.9e-05,7.6e-05,0.00026
5969,8.8e-05,8.2e-05,0.00025
5970,9.9e-05,7.6e-05,0.00026
5971,9e-05,7.6e-05,0.000253
5972,8.1e-05,7.5e-05,0.000255
5973,7.9e-05,7.5e-05,0.000257
5974,7.9e-05,7.5e-05,0.000255
5975,7.8e-05,7.5e-05,0.000254
5976,7.8e-05,7.5e-05,0.000256
5977,7.8e-05,7.5e-05,0.000258
5978,7.8e-05,7.6e-05,0.000255
5979,8.3e-05,7.7e-05,0.000254
5980,8e-05,7.5e-05,0.00026
5981,8e-05,7.5e-05,0.000255
5982,7.8e-05,7.5e-05,0.000256
5983,7.8e-05,7.6e-05,0.000256
5984,7.8e-05,7.6e-05,0.00026
5985,7.9e-05,7.6e-05,0.000252
5986,7.8e-05,7.6e-05,0.000253
5987,7.8e-05,7.6e-05,0.000257
5988,7.8e-05,8.1e-05,0.000259
5989,7.7e-05,7.6e-05,0.000252
5990,8.3e-05,7.6e-05,0.000259
5991,7.8e-05,7.6e-05,0.000252
5992,7.8e-05,7.6e-05,0.000254
5993,7.8e-05,7.8e-05,0.000249
5994,7.8e-05,7.6e-05,0.000257
5995,7.8e-05,7.5e-05,0.000252
5996,7.8e-05,7.6e-05,0.000334
5997,7.8e-05,7.6e-05,0.000439
5998,7.8e-05,8.3e-05,0.000365
5999,7.8e-05,7.6e-05,0.000266
6000,8.2e-05,7.7e-05,0.000259
6001,7.8e-05,7.6e-05,0.000254
6002,7.8e-05,7.6e-05,0.000256
6003,7.8e-05,7.5e-05,0.00026
6004,7.8e-05,7.6e-05,0.000255
6005,7.8e-05,7.6e-05,0.000252
6006,7.8e-05,7.6e-05,0.000259
6007,7.8e-05,8e-05,0.000255
6008,7.8e-05,7.7e-05,0.000257
6009,8.4e-05,7.6e-05,0.000251
6010,7.9e-05,7.6e-05,0.000258
6011,7.8e-05,7.6e-05,0.000253
6012,7.8e-05,7.6e-05,0.000255
6013,7.8e-05,7.6e-05,0.000259
6014,7.8e-05,7.6e-05,0.000257
