n,plus,multi,minus
8508,0.000106,0.000102,0.000101
8509,0.000106,0.000103,0.000102
8510,0.000106,0.000103,0.000102
8511,0.000106,0.000103,0.0001
8512,0.000107,0.000102,0.000107
8513,0.000105,0.000103,0.000102
8514,0.000105,0.000104,0.000102
8515,0.000105,0.000104,0.000101
8516,0.000106,0.000108,0.000101
8517,0.000106,0.000104,0.000102
8518,0.000111,0.000104,0.000101
8519,0.000106,0.000103,0.000105
8520,0.000105,0.000103,0.000101
8521,0.000106,0.000102,0.000101
8522,0.000106,0.000102,0.000101
8523,0.000106,0.000108,0.000102
8524,0.000106,0.000102,0.000101
8525,0.000107,0.000102,0.000101
8526,0.000106,0.000103,0.000107
8527,0.000106,0.000103,0.000102
8528,0.000106,0.000103,0.000101
8529,0.000109,0.000112,0.000101
8530,0.000106,0.000104,0.000101
8531,0.000111,0.000103,0.000101
8532,0.000106,0.000103,0.000101
8533,0.000106,0.000103,0.000103
8534,0.000106,0.000103,0.000101
8535,0.000106,0.000103,0.000101
8536,0.000172,0.00011,0.000102
8537,0.000193,0.000103,0.000102
8538,0.000195,0.000103,0.000105
8539,0.000189,0.000103,0.000107
8540,0.000179,0.000102,0.000102
8541,0.000143,0.000103,0.000101
8542,0.000108,0.000103,0.000101
8543,0.000106,0.000105,0.000102
8544,0.000106,0.000101,0.000102
8545,0.000106,0.000102,0.000101
8546,0.000106,0.000101,0.000107
8547,0.000113,0.000102,0.000101
8548,0.000107,0.000103,0.000101
8549,0.000106,0.000108,0.000102
8550,0.000106,0.000101,0.000102
8551,0.000107,0.000102,0.000101
8552,0.000107,0.000102,0.000101
8553,0.000106,0.000102,0.000106
8554,0.000107,0.000103,0.000102
8555,0.000106,0.000103,0.000102
8556,0.000106,0.000104,0.000102
8557,0.000107,0.000102,0.000101
8558,0.000106,0.000103,0.000101
8559,0.000107,0.000102,0.000102
8560,0.000112,0.000103,0.000102
8561,0.000107,0.000102,0.000101
8562,0.000107,0.00011,0.000101
8563,0.000107,0.000103,0.000102
8564,0.000107,0.000103,0.000102
8565,0.000107,0.000108,0.000102
8566,0.000107,0.000103,0.000108
8567,0.000112,0.000102,0.000101
8568,0.000106,0.000103,0.000102
8569,0.000106,0.000104,0.000103
8570,0.000106,0.000102,0.000103
8571,0.000107,0.000102,0.000103
8572,0.000106,0.000103,0.000103
8573,0.000112,0.000102,0.000107
8574,0.000106,0.000103,0.000102
8575,0.000106,0.000109,0.000102
8576,0.000107,0.000102,0.000102
8577,0.000107,0.000103,0.000102
8578,0.000107,0.000102,0.000102
8579,0.000107,0.000101,0.000102
8580,0.000112,0.000101,0.000104
8581,0.000107,0.000102,0.000103
8582,0.000107,0.00011,0.000103
8583,0.000107,0.000103,0.000102
8584,0.000107,0.000103,0.000103
8585,0.000106,0.000102,0.000103
8586,0.000114,0.000103,0.000108
8587,0.000107,0.000103,0.000102
8588,0.000107,0.000111,0.000103
8589,0.000107,0.000104,0.000103
8590,0.000106,0.000103,0.000103
8591,0.000106,0.000102,0.000103
8592,0.000107,0.000105,0.000102
8593,0.000118,0.000103,0.000107
8594,0.000107,0.000104,0.000103
8595,0.000107,0.00011,0.000102
8596,0.000107,0.000104,0.000102
8597,0.000106,0.000101,0.000103
8598,0.000107,0.000102,0.000103
8599,0.000114,0.000104,0.000103
8600,0.000107,0.000101,0.000104
8601,0.000107,0.000108,0.000103
8602,0.000106,0.000102,0.000107
8603,0.000106,0.000102,0.000104
8604,0.000107,0.000103,0.000103
8605,0.000107,0.000103,0.000103
8606,0.000112,0.000102,0.000109
8607,0.000107,0.000102,0.000103
8608,0.000107,0.000111,0.000103
8609,0.000107,0.000103,0.000103
8610,0.000107,0.000104,0.000132
8611,0.000107,0.000102,0.000188
8612,0.000112,0.000101,0.000181
8613,0.000108,0.000102,0.00018
8614,0.000107,0.000104,0.000175
8615,0.000107,0.000104,0.000114
8616,0.000107,0.000103,0.00012
8617,0.000107,0.000104,0.000107
8618,0.000106,0.000103,0.000107
8619,0.000113,0.000104,0.000106
8620,0.000107,0.000102,0.000106
8621,0.000108,0.00011,0.000105
8622,0.000106,0.000103,0.000106
8623,0.000107,0.000104,0.000107
8624,0.000107,0.000103,0.000105
8625,0.000113,0.000102,0.000106
8626,0.000107,0.000103,0.000106
8627,0.000107,0.000103,0.000106
8628,0.000107,0.000105,0.000105
8629,0.000107,0.000112,0.000111
8630,0.000108,0.000104,0.000105
8631,0.000107,0.000103,0.000117
8632,0.000112,0.000103,0.000106
8633,0.000107,0.000102,0.000106
8634,0.000107,0.000112,0.000107
8635,0.000107,0.000104,0.000112
8636,0.000107,0.000104,0.000107
8637,0.000107,0.000103,0.000107
8638,0.000112,0.000103,0.000106
8639,0.000107,0.000104,0.000107
8640,0.000107,0.000103,0.000106
8641,0.000107,0.000105,0.000105
8642,0.000107,0.000103,0.000109
8643,0.000107,0.000104,0.000106
8644,0.000107,0.000102,0.000106
8645,0.000113,0.000103,0.000107
8646,0.000108,0.000104,0.000105
8647,0.000107,0.00011,0.000106
8648,0.000107,0.000103,0.00011
8649,0.000108,0.000104,0.000106
8650,0.000107,0.000104,0.000106
8651,0.000113,0.000103,0.000106
8652,0.000108,0.000104,0.000107
8653,0.000107,0.000103,0.000105
8654,0.000107,0.000104,0.000112
8655,0.000108,0.000104,0.000107
8656,0.000107,0.000104,0.000107
8657,0.000111,0.000103,0.000107
8658,0.000113,0.000103,0.000105
8659,0.000108,0.000104,0.000106
8660,0.000108,0.00011,0.000106
8661,0.000108,0.000103,0.000107
8662,0.000107,0.000103,0.000104
8663,0.000107,0.000103,0.000105
8664,0.000115,0.000103,0.000105
8665,0.000108,0.000104,0.00011
8666,0.000107,0.000109,0.000105
8667,0.000108,0.000105,0.000113
8668,0.000107,0.000104,0.000106
8669,0.000108,0.000103,0.000106
8670,0.000107,0.000103,0.000107
8671,0.000108,0.000104,0.000105
8672,0.000107,0.000103,0.000105
8673,0.000108,0.000109,0.000113
8674,0.000107,0.000104,0.000106
8675,0.000108,0.000104,0.000106
8676,0.000108,0.000103,0.000106
8677,0.000114,0.000103,0.000106
8678,0.000108,0.000104,0.000106
8679,0.000108,0.00011,0.000106
8680,0.000107,0.000104,0.000111
8681,0.000107,0.000103,0.000105
8682,0.000108,0.000103,0.000106
8683,0.000107,0.000104,0.000106
8684,0.000109,0.000105,0.000106
8685,0.000108,0.000103,0.000106
8686,0.000107,0.000111,0.000111
8687,0.000107,0.000104,0.000105
8688,0.000108,0.000104,0.000106
8689,0.000108,0.000105,0.000106
8690,0.000113,0.000104,0.000106
8691,0.000108,0.000104,0.000104
8692,0.000108,0.000112,0.000105
8693,0.000108,0.000185,0.000109
8694,0.000108,0.000194,0.000106
8695,0.000108,0.000192,0.000105
8696,0.000108,0.000195,0.000106
8697,0.000109,0.000197,0.000106
8698,0.000107,0.000119,0.000106
8699,0.000107,0.000104,0.000114
8700,0.000108,0.000104,0.000106
8701,0.000108,0.000105,0.000106
8702,0.000107,0.000108,0.000106
8703,0.000113,0.000103,0.000106
8704,0.000108,0.000105,0.000106
8705,0.000107,0.000104,0.000111
8706,0.000108,0.000104,0.000107
8707,0.000108,0.000104,0.000105
8708,0.000108,0.000114,0.000105
8709,0.000108,0.000105,0.000105
8710,0.000109,0.000106,0.000106
8711,0.000108,0.000105,0.000106
8712,0.000108,0.000104,0.00011
8713,0.000108,0.000105,0.000105
8714,0.000108,0.000111,0.000106
8715,0.000108,0.000105,0.000106
8716,0.000113,0.000104,0.000105
8717,0.000108,0.000105,0.000105
8718,0.000108,0.000105,0.000113
8719,0.000108,0.000104,0.000105
8720,0.000112,0.000105,0.000106
8721,0.000108,0.000111,0.000107
8722,0.000114,0.000106,0.000105
8723,0.000108,0.000105,0.000106
8724,0.000108,0.000105,0.000105
8725,0.000108,0.000105,0.000108
8726,0.000108,0.000105,0.000106
8727,0.000108,0.000111,0.000106
8728,0.000109,0.000105,0.000106
8729,0.000115,0.000105,0.00011
8730,0.000109,0.000105,0.000107
8731,0.000108,0.000104,0.000111
8732,0.000109,0.000104,0.000106
8733,0.000108,0.000106,0.000106
8734,0.000108,0.000106,0.000106
8735,0.000114,0.000106,0.000107
8736,0.000108,0.000105,0.000105
8737,0.000108,0.000105,0.000113
8738,0.000108,0.000106,0.000106
8739,0.000109,0.000106,0.000106
8740,0.000108,0.00011,0.000106
8741,0.000108,0.000106,0.000107
8742,0.000109,0.000106,0.000106
8743,0.000109,0.000104,0.000106
8744,0.000109,0.000104,0.000108
8745,0.000108,0.000105,0.000106
8746,0.000108,0.000105,0.000106
8747,0.000108,0.000106,0.000105
8748,0.000114,0.000105,0.000106
8749,0.000108,0.000106,0.000106
8750,0.000108,0.000105,0.000118
8751,0.000108,0.000105,0.000106
8752,0.000108,0.000106,0.000107
8753,0.000108,0.000114,0.000106
8754,0.000113,0.000104,0.000106
8755,0.000109,0.000105,0.000106
8756,0.000109,0.000105,0.000111
8757,0.000109,0.000111,0.000106
8758,0.00018,0.000108,0.000106
8759,0.000179,0.000114,0.000106
8760,0.000181,0.000105,0.000107
8761,0.000183,0.000106,0.000106
8762,0.000111,0.000105,0.000106
8763,0.000107,0.000106,0.000107
8764,0.000109,0.000105,0.000107
8765,0.00011,0.000106,0.000105
8766,0.000109,0.000106,0.000106
8767,0.000108,0.000104,0.000106
8768,0.000108,0.000105,0.000105
8769,0.000109,0.000105,0.000115
8770,0.000109,0.000104,0.000106
8771,0.000114,0.000104,0.000106
8772,0.000109,0.000111,0.000108
8773,0.000108,0.000104,0.000105
8774,0.000109,0.000104,0.000106
8775,0.000109,0.000106,0.000106
8776,0.000108,0.000105,0.00011
8777,0.000108,0.000105,0.000106
8778,0.00011,0.000112,0.000107
8779,0.000109,0.000106,0.000107
8780,0.000109,0.000105,0.000106
8781,0.000108,0.000104,0.000107
8782,0.000109,0.000105,0.000111
8783,0.000109,0.000105,0.000106
8784,0.000119,0.000104,0.000106
8785,0.00011,0.000112,0.000107
8786,0.000109,0.000104,0.000106
8787,0.000108,0.000105,0.000106
8788,0.000108,0.000105,0.000112
8789,0.000108,0.000105,0.000108
8790,0.000115,0.000103,0.000106
8791,0.000108,0.000117,0.000105
8792,0.000109,0.000104,0.000107
8793,0.000109,0.000104,0.000112
8794,0.000109,0.000104,0.000107
8795,0.000108,0.000106,0.000109
8796,0.000109,0.000105,0.000106
8797,0.00011,0.000105,0.000107
8798,0.000109,0.000105,0.000107
8799,0.000109,0.000104,0.000106
8800,0.000108,0.000105,0.000106
8801,0.000109,0.000106,0.00012
8802,0.000109,0.000104,0.000113
8803,0.000116,0.000106,0.000115
8804,0.000109,0.000112,0.000112
8805,0.000109,0.000105,0.000112
8806,0.000109,0.000105,0.000109
8807,0.000109,0.000105,0.00012
8808,0.000108,0.000104,0.000106
8809,0.000115,0.000105,0.000107
8810,0.000109,0.000105,0.000107
8811,0.000109,0.000106,0.000106
8812,0.000108,0.000104,0.000106
8813,0.000109,0.000105,0.000113
8814,0.000109,0.000104,0.000108
8815,0.000109,0.000105,0.000106
8816,0.000111,0.000103,0.000106
8817,0.000109,0.000111,0.000106
8818,0.000109,0.000105,0.000106
8819,0.00011,0.000105,0.000107
8820,0.000109,0.000107,0.00011
8821,0.000109,0.000104,0.000106
8822,0.000115,0.000106,0.000107
8823,0.000109,0.000112,0.000186
8824,0.000109,0.000105,0.000165
8825,0.000109,0.000105,0.000116
8826,0.000109,0.000105,0.000151
8827,0.000109,0.000105,0.000198
8828,0.000109,0.000105,0.000191
8829,0.00011,0.000104,0.000207
8830,0.000109,0.000106,0.00019
8831,0.000109,0.000106,0.000127
8832,0.000109,0.000106,0.000107
8833,0.000109,0.000104,0.000107
8834,0.000109,0.000104,0.000113
8835,0.000115,0.000106,0.000109
8836,0.000109,0.000113,0.000107
8837,0.000109,0.000104,0.000107
8838,0.00011,0.000107,0.000107
8839,0.000109,0.000105,0.000107
8840,0.000109,0.000105,0.000113
8841,0.000115,0.000105,0.000108
8842,0.000109,0.000112,0.000108
8843,0.000109,0.000105,0.000107
8844,0.000109,0.000105,0.000106
8845,0.000109,0.000106,0.000107
8846,0.000109,0.000105,0.000108
8847,0.00011,0.000107,0.000109
8848,0.000114,0.000105,0.00012
8849,0.00011,0.000106,0.000107
8850,0.000109,0.000106,0.000106
8851,0.00011,0.000105,0.000107
8852,0.000109,0.000106,0.000107
8853,0.000109,0.000105,0.000109
8854,0.000115,0.000105,0.000108
8855,0.00011,0.000113,0.000107
8856,0.000109,0.000105,0.000106
8857,0.00011,0.000106,0.000113
8858,0.000109,0.000105,0.00011
8859,0.000109,0.000106,0.000122
8860,0.000115,0.000105,0.00011
8861,0.000109,0.000112,0.000109
8862,0.000109,0.000107,0.000107
8863,0.00011,0.000106,0.000109
8864,0.000109,0.000105,0.000107
8865,0.000109,0.000107,0.000115
8866,0.00011,0.000105,0.000109
8867,0.000111,0.000107,0.000107
8868,0.00011,0.000113,0.00011
8869,0.00011,0.000106,0.000109
8870,0.00011,0.000107,0.000108
8871,0.000109,0.000106,0.000115
8872,0.000109,0.000107,0.000108
8873,0.000115,0.000106,0.000108
8874,0.000109,0.000112,0.000108
8875,0.000109,0.000106,0.000107
8876,0.000109,0.000106,0.000109
8877,0.00011,0.000107,0.000108
8878,0.00011,0.000105,0.000108
8879,0.000118,0.000106,0.000106
8880,0.000109,0.000107,0.000107
8881,0.00011,0.000108,0.000106
8882,0.000109,0.000106,0.000105
8883,0.00011,0.000105,0.000105
8884,0.000109,0.000111,0.000111
8885,0.00011,0.000106,0.000106
8886,0.000111,0.000107,0.000107
8887,0.000109,0.000108,0.000107
8888,0.000109,0.000106,0.000107
8889,0.00011,0.000107,0.000106
8890,0.00011,0.000107,0.000115
8891,0.00011,0.000108,0.000106
8892,0.000115,0.000106,0.000107
8893,0.00011,0.000113,0.000107
8894,0.000109,0.000107,0.000107
8895,0.000109,0.000108,0.000106
8896,0.00011,0.000107,0.000106
8897,0.00011,0.000106,0.000109
8898,0.000116,0.000107,0.000107
8899,0.00011,0.000112,0.000107
8900,0.000109,0.000108,0.000106
8901,0.00011,0.000107,0.000105
8902,0.00011,0.000107,0.000108
8903,0.00011,0.000107,0.000113
8904,0.00011,0.000106,0.000106
8905,0.000111,0.000106,0.000107
8906,0.00011,0.000108,0.000107
8907,0.00011,0.000107,0.000107
8908,0.000109,0.000107,0.000106
8909,0.000109,0.000106,0.000113
8910,0.000109,0.000105,0.000106
8911,0.000115,0.000106,0.000107
8912,0.000114,0.000197,0.000108
8913,0.000111,0.000196,0.000106
8914,0.000111,0.000195,0.000107
8915,0.00011,0.000193,0.000114
8916,0.000109,0.000201,0.000109
8917,0.000116,0.000109,0.000106
8918,0.000109,0.000105,0.000107
8919,0.00011,0.000106,0.000106
8920,0.00011,0.000105,0.000112
8921,0.00011,0.000112,0.000109
8922,0.000109,0.000107,0.000108
8923,0.00011,0.000106,0.000106
8924,0.000111,0.000105,0.000106
8925,0.00011,0.000106,0.000104
8926,0.00011,0.000106,0.000104
8927,0.00011,0.000113,0.000105
8928,0.00011,0.000106,0.000112
8929,0.00011,0.000108,0.000105
8930,0.000115,0.000108,0.000105
8931,0.00011,0.000106,0.000105
8932,0.00011,0.000106,0.000105
8933,0.00011,0.000105,0.000104
8934,0.00011,0.000108,0.000105
8935,0.000109,0.000107,0.000106
8936,0.000118,0.000106,0.000105
8937,0.00011,0.000106,0.000104
8938,0.00011,0.000106,0.000105
8939,0.00011,0.000105,0.000105
8940,0.00011,0.000112,0.000105
8941,0.00011,0.000106,0.000112
8942,0.000115,0.000107,0.000105
8943,0.000111,0.000104,0.000105
8944,0.00011,0.000106,0.000105
8945,0.00011,0.000105,0.000104
8946,0.00011,0.000114,0.000104
8947,0.000111,0.000106,0.000106
8948,0.000111,0.000111,0.000107
8949,0.000111,0.000107,0.000105
8950,0.00011,0.000106,0.000105
8951,0.00011,0.000106,0.000105
8952,0.00011,0.000105,0.000105
8953,0.00011,0.000108,0.000105
8954,0.00011,0.000106,0.00011
8955,0.000116,0.000106,0.000105
8956,0.00011,0.000106,0.000105
8957,0.00011,0.000107,0.000105
8958,0.00011,0.000108,0.000104
8959,0.00011,0.000111,0.000105
8960,0.00011,0.000106,0.000105
8961,0.000116,0.000106,0.000106
8962,0.00011,0.000107,0.000106
8963,0.00011,0.000106,0.000105
8964,0.00011,0.000106,0.000106
8965,0.00011,0.000112,0.000105
8966,0.00011,0.000105,0.000104
8967,0.00011,0.000107,0.000111
8968,0.000111,0.000107,0.000105
8969,0.000111,0.000105,0.000105
8970,0.000111,0.000106,0.000105
8971,0.00011,0.000107,0.000105
8972,0.00011,0.000108,0.000105
8973,0.000111,0.000106,0.000111
8974,0.000184,0.000106,0.000106
8975,0.00018,0.000107,0.000105
8976,0.000182,0.000106,0.000105
8977,0.000177,0.000108,0.000105
8978,0.000123,0.000109,0.000105
8979,0.00011,0.000106,0.000105
8980,0.000109,0.000107,0.00011
8981,0.000109,0.000107,0.000105
8982,0.000113,0.000106,0.000105
8983,0.000113,0.000107,0.000106
8984,0.000118,0.000113,0.000109
8985,0.000113,0.000107,0.000106
8986,0.000113,0.000107,0.000111
8987,0.00011,0.000106,0.000105
8988,0.000111,0.000105,0.000105
8989,0.000113,0.000107,0.000105
8990,0.000119,0.000113,0.000105
8991,0.000113,0.000107,0.000105
8992,0.000111,0.000106,0.000105
8993,0.000113,0.000108,0.000111
8994,0.000113,0.000107,0.000105
8995,0.000113,0.000106,0.000105
8996,0.000117,0.000106,0.000106
8997,0.000113,0.00011,0.000105
8998,0.000112,0.000109,0.000105
8999,0.000113,0.000107,0.000111
9000,0.000113,0.000106,0.000105
9001,0.000113,0.000106,0.000105
9002,0.000113,0.000107,0.000106
9003,0.000114,0.000113,0.000105
9004,0.000113,0.000108,0.000105
9005,0.000113,0.000105,0.000105
9006,0.000113,0.000106,0.000107
9007,0.000113,0.000106,0.000107
9008,0.000111,0.000106,0.000107
9009,0.000116,0.000114,0.000107
9010,0.000111,0.000107,0.000107
9011,0.000112,0.000107,0.000106
9012,0.000113,0.000112,0.000113
9013,0.000111,0.000108,0.000106
9014,0.000113,0.000108,0.000107
9015,0.000117,0.000109,0.000106
9016,0.000111,0.00011,0.000106
9017,0.000113,0.000108,0.000106
9018,0.000114,0.000108,0.000106
9019,0.000114,0.000108,0.000108
9020,0.000112,0.000108,0.000107
9021,0.000119,0.000108,0.000106
9022,0.000111,0.000109,0.000106
9023,0.000113,0.000108,0.000106
9024,0.000113,0.000108,0.000106
9025,0.000113,0.000108,0.000112
9026,0.000111,0.000108,0.000106
9027,0.000118,0.000108,0.000106
9028,0.000112,0.000113,0.000106
9029,0.000113,0.000107,0.000106
9030,0.000111,0.000108,0.000107
9031,0.000112,0.000107,0.000112
9032,0.000112,0.000107,0.000107
9033,0.000112,0.000106,0.000106
9034,0.000113,0.000112,0.000107
9035,0.000112,0.000106,0.000107
9036,0.000111,0.000106,0.000106
9037,0.000111,0.000107,0.000106
9038,0.000113,0.000108,0.000108
9039,0.000116,0.000107,0.000106
9040,0.000117,0.000107,0.000142
9041,0.000114,0.000108,0.000208
9042,0.000112,0.000108,0.000228
9043,0.000113,0.000107,0.000202
9044,0.000111,0.000108,0.000184
9045,0.000113,0.000107,0.00019
9046,0.000117,0.000108,0.000207
9047,0.000111,0.000109,0.000117
9048,0.000111,0.000107,0.000119
9049,0.000111,0.000106,0.000115
9050,0.000112,0.000107,0.000114
9051,0.000111,0.000107,0.000113
9052,0.000121,0.000106,0.000115
9053,0.000112,0.000113,0.000113
9054,0.000111,0.000108,0.000114
9055,0.000111,0.000107,0.000114
9056,0.000114,0.000107,0.000113
9057,0.000111,0.000108,0.000113
9058,0.000119,0.000107,0.000114
9059,0.000114,0.000113,0.000112
9060,0.000113,0.000106,0.000113
9061,0.000113,0.000107,0.000112
9062,0.000114,0.000108,0.000113
9063,0.000114,0.000107,0.000113
9064,0.000113,0.000106,0.000114
9065,0.000115,0.000108,0.000112
9066,0.000112,0.00011,0.000112
9067,0.000113,0.000108,0.000111
9068,0.000112,0.000107,0.000112
9069,0.000111,0.000108,0.000112
9070,0.000111,0.000106,0.000113
9071,0.000119,0.000107,0.000113
9072,0.000112,0.000113,0.000113
9073,0.000112,0.000108,0.000112
9074,0.000112,0.000108,0.000113
9075,0.000112,0.000111,0.000112
9076,0.000112,0.000108,0.000117
9077,0.000119,0.000108,0.000113
9078,0.000114,0.000113,0.000113
9079,0.000114,0.000109,0.000111
9080,0.000114,0.000108,0.000111
9081,0.000113,0.000108,0.000111
9082,0.000112,0.000107,0.000116
9083,0.00012,0.000108,0.000112
9084,0.000112,0.000115,0.000112
9085,0.000112,0.000108,0.000111
9086,0.000114,0.000109,0.000112
9087,0.000113,0.000108,0.000112
9088,0.000113,0.000107,0.000118
9089,0.000118,0.000108,0.000111
9090,0.000112,0.000107,0.000111
9091,0.000111,0.00011,0.000111
9092,0.000111,0.000108,0.00011
9093,0.000114,0.000107,0.000111
9094,0.000112,0.000108,0.000116
9095,0.000112,0.000108,0.000112
9096,0.000113,0.000108,0.000112
9097,0.000114,0.00011,0.000112
9098,0.000114,0.000107,0.000111
9099,0.000112,0.000108,0.000112
9100,0.000114,0.000107,0.000121
9101,0.000112,0.000107,0.000113
9102,0.000115,0.000108,0.000112
9103,0.000117,0.000115,0.000112
9104,0.000112,0.000107,0.000111
9105,0.000112,0.000109,0.000111
9106,0.000112,0.000107,0.000111
9107,0.000112,0.000108,0.000112
9108,0.00012,0.000107,0.000112
9109,0.000112,0.000114,0.000112
9110,0.000112,0.000108,0.000112
9111,0.000112,0.000108,0.000112
9112,0.000112,0.000108,0.000115
9113,0.000114,0.000108,0.000116
9114,0.000119,0.000108,0.000113
9115,0.000112,0.000113,0.000113
9116,0.000114,0.000108,0.000112
9117,0.000114,0.000107,0.000112
9118,0.000114,0.000109,0.000112
9119,0.000114,0.000108,0.000113
9120,0.000119,0.000107,0.000112
9121,0.000113,0.000109,0.000112
9122,0.000114,0.000109,0.000112
9123,0.000114,0.000108,0.000112
9124,0.000114,0.000108,0.000112
9125,0.000114,0.000108,0.000113
9126,0.000118,0.000125,0.000112
9127,0.000112,0.000196,0.000111
9128,0.000114,0.000198,0.000111
9129,0.000114,0.000196,0.000111
9130,0.000112,0.0002,0.000111
9131,0.000114,0.000169,0.000117
9132,0.000119,0.000108,0.000111
9133,0.000113,0.000108,0.000111
9134,0.000112,0.000108,0.000111
9135,0.000114,0.000108,0.000111
9136,0.000114,0.000108,0.000111
9137,0.000112,0.00011,0.000117
9138,0.000114,0.000108,0.000111
9139,0.000113,0.000111,0.000111
9140,0.000113,0.00011,0.000111
9141,0.000113,0.000108,0.000111
9142,0.000114,0.00011,0.00011
9143,0.000114,0.000114,0.000116
9144,0.000115,0.000109,0.000112
9145,0.000114,0.000109,0.000112
9146,0.000114,0.000109,0.000111
9147,0.000112,0.000107,0.000111
9148,0.000114,0.000109,0.000112
9149,0.000113,0.000116,0.00012
9150,0.000115,0.000107,0.000112
9151,0.00012,0.000109,0.000113
9152,0.000114,0.000108,0.000112
9153,0.000112,0.000107,0.000113
9154,0.000113,0.000108,0.000113
9155,0.000115,0.000115,0.000118
9156,0.000115,0.000109,0.000113
9157,0.00012,0.000107,0.000112
9158,0.000114,0.000109,0.000113
9159,0.000113,0.000108,0.000112
9160,0.000113,0.000108,0.000111
9161,0.000114,0.000108,0.000117
9162,0.000114,0.000109,0.000114
9163,0.00013,0.000108,0.000112
9164,0.000113,0.000109,0.000113
9165,0.000112,0.000109,0.000113
9166,0.000114,0.000108,0.000112
9167,0.000118,0.000108,0.000113
9168,0.000113,0.00011,0.000113
9169,0.000122,0.000108,0.000114
9170,0.000115,0.00011,0.000112
9171,0.000115,0.000109,0.000112
9172,0.000115,0.000109,0.000112
9173,0.000114,0.000108,0.000111
9174,0.000113,0.000114,0.000114
9175,0.000121,0.000109,0.000117
9176,0.000114,0.000108,0.000113
9177,0.000115,0.000108,0.000113
9178,0.000112,0.000107,0.000114
9179,0.000113,0.00011,0.000113
9180,0.000115,0.000114,0.000114
9181,0.000119,0.000109,0.000113
9182,0.000113,0.000109,0.000112
9183,0.000113,0.000108,0.000113
9184,0.000185,0.000108,0.000112
9185,0.000183,0.000108,0.000111
9186,0.000194,0.000116,0.000114
9187,0.000182,0.000109,0.000113
9188,0.000128,0.000108,0.000113
9189,0.000114,0.000108,0.000113
9190,0.000113,0.000108,0.000113
9191,0.000121,0.00011,0.000112
9192,0.000115,0.000115,0.000112
9193,0.000115,0.00011,0.000114
9194,0.000115,0.000108,0.000113
9195,0.000113,0.000108,0.000112
9196,0.000113,0.000109,0.000112
9197,0.000119,0.000109,0.000113
9198,0.000113,0.000109,0.00012
9199,0.000113,0.00011,0.000113
9200,0.000113,0.000109,0.000113
9201,0.000113,0.000108,0.000112
9202,0.000113,0.000108,0.000112
9203,0.00012,0.000113,0.000113
9204,0.000113,0.000109,0.000118
9205,0.000114,0.000111,0.000113
9206,0.000113,0.00011,0.000113
9207,0.000113,0.000108,0.000113
9208,0.000113,0.000108,0.000113
9209,0.000117,0.000107,0.000113
9210,0.000114,0.000108,0.000121
9211,0.000113,0.000117,0.000115
9212,0.000113,0.000108,0.000113
9213,0.000113,0.00011,0.000115
9214,0.000113,0.000108,0.000114
9215,0.000113,0.000108,0.000114
9216,0.000115,0.000109,0.000118
9217,0.000113,0.000115,0.000114
9218,0.000113,0.000108,0.000114
9219,0.000113,0.000109,0.000113
9220,0.000113,0.000109,0.000112
9221,0.000113,0.000108,0.000112
9222,0.000114,0.000109,0.000121
9223,0.000113,0.000116,0.000113
9224,0.000113,0.000109,0.000113
9225,0.000113,0.000109,0.000113
9226,0.000113,0.000109,0.000113
9227,0.000114,0.000109,0.000112
9228,0.000119,0.000108,0.000118
9229,0.000113,0.000117,0.000112
9230,0.000122,0.000109,0.000112
9231,0.000114,0.000109,0.000114
9232,0.000113,0.000109,0.000112
9233,0.000113,0.000108,0.000113
9234,0.00012,0.00011,0.000121
9235,0.000114,0.000108,0.000113
9236,0.000113,0.00011,0.000112
9237,0.000113,0.000109,0.000112
9238,0.000113,0.000108,0.000112
9239,0.000114,0.000109,0.000116
9240,0.000121,0.000109,0.000119
9241,0.000114,0.00011,0.000113
9242,0.000114,0.000112,0.000113
9243,0.000114,0.00011,0.000112
9244,0.000113,0.000109,0.000112
