n,plus,multi,minus
4722,6.6e-05,6.3e-05,6.9e-05
4723,6.6e-05,6.3e-05,6.9e-05
4724,6.7e-05,6.3e-05,6.9e-05
4725,6.6e-05,6.2e-05,7e-05
4726,6.5e-05,6.2e-05,6.9e-05
4727,7.2e-05,6.3e-05,6.9e-05
4728,6.7e-05,6.3e-05,7.6e-05
4729,6.6e-05,6.2e-05,6.9e-05
4730,6.6e-05,6.3e-05,6.8e-05
4731,6.6e-05,6.2e-05,6.8e-05
4732,6.5e-05,6.2e-05,6.8e-05
4733,6.6e-05,6.2e-05,6.9e-05
4734,6.6e-05,6.2e-05,6.8e-05
4735,6.5e-05,6.2e-05,6.8e-05
4736,6.5e-05,6.2e-05,6.8e-05
4737,6.6e-05,6.2e-05,6.9e-05
4738,7.2e-05,6.3e-05,7.4e-05
4739,6.6e-05,6.3e-05,6.9e-05
4740,6.7e-05,6.3e-05,6.9e-05
4741,6.5e-05,7.1e-05,6.9e-05
4742,6.6e-05,6.2e-05,6.8e-05
4743,6.7e-05,6.3e-05,6.9e-05
4744,6.6e-05,6.2e-05,7e-05
4745,6.6e-05,6.3e-05,6.8e-05
4746,6.5e-05,6.3e-05,6.8e-05
4747,6.6e-05,6.2e-05,6.8e-05
4748,6.6e-05,6.3e-05,7.4e-05
4749,6.7e-05,6.3e-05,7.1e-05
4750,6.6e-05,6.3e-05,6.9e-05
4751,6.7e-05,6.3e-05,7e-05
4752,6.6e-05,6.2e-05,6.9e-05
4753,6.6e-05,6.8e-05,6.8e-05
4754,6.6e-05,6.3e-05,6.9e-05
4755,6.6e-05,6.3e-05,7e-05
4756,6.7e-05,6.3e-05,6.8e-05
4757,6.7e-05,6.3e-05,6.8e-05
4758,6.5e-05,6.3e-05,6.8e-05
4759,7.1e-05,6.3e-05,7.4e-05
4760,6.6e-05,6.3e-05,6.9e-05
4761,6.6e-05,6.2e-05,7e-05
4762,6.7e-05,6.3e-05,6.9e-05
4763,6.7e-05,6.3e-05,6.9e-05
4764,6.7e-05,6.8e-05,6.9e-05
4765,6.6e-05,6.4e-05,6.9e-05
4766,6.6e-05,6.4e-05,6.9e-05
4767,6.5e-05,6.3e-05,6.8e-05
4768,6.9e-05,6.3e-05,6.9e-05
4769,6.6e-05,6.3e-05,7.5e-05
4770,7.3e-05,6.3e-05,6.9e-05
4771,6.6e-05,6.3e-05,6.9e-05
4772,6.6e-05,6.3e-05,6.9e-05
4773,6.6e-05,6.3e-05,7e-05
4774,6.7e-05,6.4e-05,6.8e-05
4775,6.7e-05,6.3e-05,6.9e-05
4776,6.7e-05,6.9e-05,6.8e-05
4777,6.6e-05,6.3e-05,6.9e-05
4778,6.6e-05,6.3e-05,6.9e-05
4779,6.7e-05,6.3e-05,7.5e-05
4780,6.5e-05,6.3e-05,7.1e-05
4781,6.7e-05,6.4e-05,7e-05
4782,6.7e-05,6.3e-05,7e-05
4783,6.5e-05,6.4e-05,6.9e-05
4784,6.6e-05,6.3e-05,7e-05
4785,6.6e-05,6.4e-05,6.9e-05
4786,6.7e-05,6.4e-05,6.9e-05
4787,7.4e-05,6.3e-05,7e-05
4788,0.00011,6.5e-05,6.9e-05
4789,0.000111,6.3e-05,7.6e-05
4790,0.000119,6.4e-05,7e-05
4791,0.000111,6.3e-05,6.9e-05
4792,0.000114,6.3e-05,6.9e-05
4793,0.000116,6.3e-05,6.9e-05
4794,0.00012,6.3e-05,6.9e-05
4795,0.000137,6.4e-05,7e-05
4796,7.6e-05,6.3e-05,6.9e-05
4797,6.6e-05,6.3e-05,7e-05
4798,6.5e-05,6.3e-05,7e-05
4799,6.4e-05,6.8e-05,7.7e-05
4800,6.3e-05,6.3e-05,7.3e-05
4801,6.4e-05,6.3e-05,6.8e-05
4802,6.3e-05,6.4e-05,6.9e-05
4803,6.3e-05,6.4e-05,6.9e-05
4804,6.3e-05,6.3e-05,7e-05
4805,6.3e-05,6.3e-05,6.9e-05
4806,6.3e-05,6.3e-05,6.9e-05
4807,6.9e-05,6.3e-05,7e-05
4808,6.4e-05,6.3e-05,7e-05
4809,6.3e-05,6.3e-05,6.9e-05
4810,6.4e-05,6.3e-05,7.3e-05
4811,6.3e-05,6.5e-05,7e-05
4812,6.3e-05,6.3e-05,7e-05
4813,6.4e-05,6.4e-05,7e-05
4814,6.3e-05,6.4e-05,6.9e-05
4815,6.3e-05,6.3e-05,7e-05
4816,6.3e-05,6.3e-05,6.9e-05
4817,6.4e-05,6.3e-05,6.9e-05
4818,6.3e-05,6.3e-05,6.9e-05
4819,7e-05,6.4e-05,7e-05
4820,6.3e-05,6.3e-05,7.5e-05
4821,6.3e-05,6.4e-05,7e-05
4822,6.3e-05,6.9e-05,7e-05
4823,6.4e-05,6.3e-05,7.1e-05
4824,6.4e-05,6.4e-05,6.9e-05
4825,6.4e-05,6.3e-05,6.9e-05
4826,6.3e-05,6.4e-05,7e-05
4827,6.3e-05,6.4e-05,7e-05
4828,6.4e-05,6.3e-05,7e-05
4829,6.4e-05,6.3e-05,6.9e-05
4830,6.4e-05,6.4e-05,7.9e-05
4831,6.5e-05,6.4e-05,6.9e-05
4832,7e-05,6.4e-05,7e-05
4833,6.4e-05,6.3e-05,7e-05
4834,6.4e-05,6.5e-05,7e-05
4835,6.5e-05,6.3e-05,6.9e-05
4836,6.4e-05,6.3e-05,7e-05
4837,6.4e-05,6.4e-05,6.9e-05
4838,6.4e-05,6.3e-05,6.9e-05
4839,6.4e-05,6.4e-05,7e-05
4840,6.4e-05,6.3e-05,7.7e-05
4841,6.4e-05,6.3e-05,7e-05
4842,6.9e-05,6.4e-05,7e-05
4843,6.4e-05,6.4e-05,7.1e-05
4844,6.4e-05,6.3e-05,6.9e-05
4845,6.4e-05,6.9e-05,6.9e-05
4846,6.4e-05,6.4e-05,7.1e-05
4847,6.4e-05,6.3e-05,7e-05
4848,6.3e-05,6.4e-05,6.9e-05
4849,6.4e-05,6.4e-05,7e-05
4850,6.4e-05,6.3e-05,7e-05
4851,6.4e-05,6.4e-05,7.4e-05
4852,6.3e-05,6.3e-05,7.1e-05
4853,6.3e-05,6.3e-05,6.9e-05
4854,6.5e-05,6.4e-05,7e-05
4855,6.4e-05,6.4e-05,7.1e-05
4856,6.3e-05,6.3e-05,7e-05
4857,6.3e-05,6.4e-05,6.9e-05
4858,6.3e-05,6.3e-05,6.9e-05
4859,6.4e-05,6.4e-05,7e-05
4860,6.4e-05,6.4e-05,7e-05
4861,6.4e-05,6.4e-05,7.2e-05
4862,6.4e-05,6.4e-05,7e-05
4863,6.3e-05,6.3e-05,7e-05
4864,6.4e-05,6.4e-05,7e-05
4865,7e-05,6.4e-05,7e-05
4866,6.4e-05,6.4e-05,6.9e-05
4867,6.3e-05,6.3e-05,7e-05
4868,6.4e-05,7e-05,6.9e-05
4869,6.4e-05,6.4e-05,7e-05
4870,6.4e-05,6.4e-05,7e-05
4871,6.5e-05,6.4e-05,7.6e-05
4872,6.4e-05,6.5e-05,6.9e-05
4873,6.3e-05,6.4e-05,6.9e-05
4874,6.4e-05,6.4e-05,7.1e-05
4875,6.4e-05,6.4e-05,6.9e-05
4876,6.3e-05,6.4e-05,7e-05
4877,6.5e-05,6.4e-05,6.9e-05
4878,6.4e-05,6.4e-05,7.1e-05
4879,6.4e-05,6.4e-05,6.9e-05
4880,6.3e-05,6.5e-05,7.1e-05
4881,6.4e-05,6.4e-05,7.8e-05
4882,6.4e-05,6.4e-05,6.9e-05
4883,6.4e-05,6.4e-05,7.1e-05
4884,6.4e-05,6.4e-05,7e-05
4885,6.3e-05,6.4e-05,6.9e-05
4886,6.4e-05,6.4e-05,7e-05
4887,6.4e-05,6.4e-05,7.1e-05
4888,7e-05,6.4e-05,7.1e-05
4889,6.4e-05,6.4e-05,7e-05
4890,6.4e-05,6.4e-05,6.9e-05
4891,6.4e-05,6.9e-05,7.7e-05
4892,6.4e-05,6.5e-05,7.3e-05
4893,6.4e-05,6.4e-05,7e-05
4894,6.4e-05,6.4e-05,7e-05
4895,6.8e-05,6.4e-05,7e-05
4896,6.4e-05,6.4e-05,7e-05
4897,6.4e-05,6.4e-05,7.1e-05
4898,6.4e-05,6.4e-05,7e-05
4899,6.9e-05,6.4e-05,7.1e-05
4900,6.5e-05,6.4e-05,6.9e-05
4901,6.4e-05,6.4e-05,7e-05
4902,6.5e-05,7e-05,7.3e-05
4903,6.4e-05,6.4e-05,7e-05
4904,6.4e-05,6.4e-05,7.1e-05
4905,6.4e-05,6.5e-05,7e-05
4906,6.4e-05,6.4e-05,7.1e-05
4907,6.4e-05,6.5e-05,7e-05
4908,6.4e-05,6.4e-05,7.1e-05
4909,6.4e-05,6.5e-05,7.1e-05
4910,6.4e-05,6.5e-05,7.1e-05
4911,6.9e-05,6.4e-05,7e-05
4912,6.5e-05,6.4e-05,7.2e-05
4913,6.4e-05,6.4e-05,7e-05
4914,6.4e-05,6.6e-05,7e-05
4915,6.4e-05,6.5e-05,7e-05
4916,6.4e-05,6.4e-05,7e-05
4917,6.4e-05,6.5e-05,7e-05
4918,6.4e-05,6.4e-05,7.2e-05
4919,6.4e-05,6.5e-05,7e-05
4920,6.4e-05,6.4e-05,7e-05
4921,6.4e-05,6.4e-05,7e-05
4922,6.9e-05,6.5e-05,7.8e-05
4923,6.5e-05,6.4e-05,7.1e-05
4924,6.5e-05,6.4e-05,7.1e-05
4925,6.4e-05,7.1e-05,7.1e-05
4926,6.4e-05,6.4e-05,7.1e-05
4927,6.4e-05,6.5e-05,7.1e-05
4928,6.4e-05,6.5e-05,7e-05
4929,6.4e-05,6.4e-05,7.1e-05
4930,6.4e-05,6.5e-05,7.1e-05
4931,6.4e-05,6.4e-05,7e-05
4932,6.4e-05,6.5e-05,7.7e-05
4933,6.5e-05,6.5e-05,7e-05
4934,6.9e-05,6.4e-05,7e-05
4935,6.4e-05,6.5e-05,7.1e-05
4936,6.4e-05,7.1e-05,7e-05
4937,6.5e-05,6.5e-05,7e-05
4938,6.5e-05,6.4e-05,7.1e-05
4939,6.4e-05,6.5e-05,7.1e-05
4940,6.4e-05,6.5e-05,7.1e-05
4941,6.5e-05,6.5e-05,7.1e-05
4942,6.4e-05,6.5e-05,8.2e-05
4943,6.4e-05,6.4e-05,7.1e-05
4944,6.5e-05,6.4e-05,7.1e-05
4945,7e-05,6.4e-05,7e-05
4946,6.4e-05,6.4e-05,7.1e-05
4947,6.5e-05,6.4e-05,7.1e-05
4948,6.5e-05,6.5e-05,7.1e-05
4949,6.4e-05,6.4e-05,7.1e-05
4950,6.4e-05,6.4e-05,7.1e-05
4951,6.5e-05,6.4e-05,7.2e-05
4952,6.4e-05,6.5e-05,7.7e-05
4953,6.5e-05,6.5e-05,7.1e-05
4954,6.4e-05,6.5e-05,7.1e-05
4955,6.5e-05,6.4e-05,7.1e-05
4956,6.5e-05,6.5e-05,7.2e-05
4957,6.6e-05,6.5e-05,7.1e-05
4958,6.5e-05,6.5e-05,7.1e-05
4959,6.9e-05,7e-05,7.1e-05
4960,6.5e-05,6.5e-05,7.1e-05
4961,6.6e-05,6.5e-05,7e-05
4962,6.4e-05,6.4e-05,7.8e-05
4963,6.4e-05,6.5e-05,7.1e-05
4964,6.5e-05,6.5e-05,7.1e-05
4965,6.5e-05,6.5e-05,7e-05
4966,6.5e-05,6.6e-05,7.1e-05
4967,6.5e-05,6.5e-05,7.1e-05
4968,6.6e-05,6.5e-05,7e-05
4969,6.5e-05,6.5e-05,7e-05
4970,6.5e-05,7.2e-05,7.2e-05
4971,6.5e-05,6.5e-05,7.1e-05
4972,6.5e-05,6.5e-05,7.8e-05
4973,6.5e-05,6.5e-05,7.1e-05
4974,6.5e-05,6.5e-05,7.1e-05
4975,6.5e-05,6.5e-05,7.1e-05
4976,6.4e-05,6.5e-05,7.1e-05
4977,6.5e-05,6.5e-05,7.2e-05
4978,7e-05,6.5e-05,7.1e-05
4979,6.7e-05,6.5e-05,7e-05
4980,6.5e-05,6.5e-05,7.1e-05
4981,6.5e-05,7.1e-05,7.1e-05
4982,6.5e-05,6.6e-05,7.7e-05
4983,6.5e-05,6.6e-05,7.1e-05
4984,6.5e-05,6.5e-05,7.1e-05
4985,6.5e-05,6.5e-05,7.1e-05
4986,6.5e-05,6.5e-05,7e-05
4987,6.4e-05,6.5e-05,7.1e-05
4988,6.4e-05,6.5e-05,7.1e-05
4989,6.9e-05,6.5e-05,7.1e-05
4990,6.5e-05,6.5e-05,7.1e-05
4991,6.6e-05,6.5e-05,7.1e-05
4992,6.5e-05,6.5e-05,7.7e-05
4993,6.6e-05,6.6e-05,7.3e-05
4994,6.5e-05,6.5e-05,7.1e-05
4995,6.6e-05,6.5e-05,7.1e-05
4996,6.5e-05,6.5e-05,7.1e-05
4997,6.5e-05,6.5e-05,7.2e-05
4998,6.5e-05,6.5e-05,7.1e-05
4999,6.6e-05,6.6e-05,7.1e-05
5000,7.1e-05,6.5e-05,7.2e-05
5001,6.5e-05,6.5e-05,7.1e-05
5002,6.5e-05,6.5e-05,7.8e-05
5003,6.5e-05,6.5e-05,7.1e-05
5004,6.6e-05,6.6e-05,7e-05
5005,6.5e-05,0.0001,7.2e-05
5006,6.5e-05,0.000115,7.1e-05
5007,6.5e-05,0.000109,7.2e-05
5008,6.5e-05,0.000111,7.2e-05
5009,6.6e-05,0.000111,7.2e-05
5010,6.5e-05,0.000108,7.2e-05
5011,7.1e-05,0.000115,7.2e-05
5012,6.6e-05,6.6e-05,7.8e-05
5013,6.5e-05,6.6e-05,7.4e-05
5014,6.5e-05,6.6e-05,7.1e-05
5015,6.5e-05,6.6e-05,7.1e-05
5016,6.6e-05,6.5e-05,7.2e-05
5017,6.5e-05,6.5e-05,7.2e-05
5018,6.5e-05,6.6e-05,7.2e-05
5019,6.5e-05,6.5e-05,7.1e-05
5020,6.5e-05,6.6e-05,7.2e-05
5021,6.6e-05,7e-05,7.2e-05
5022,7.1e-05,6.6e-05,7.7e-05
5023,6.9e-05,6.5e-05,7.3e-05
5024,6.7e-05,6.5e-05,7.3e-05
5025,6.6e-05,6.6e-05,7.1e-05
5026,6.6e-05,6.6e-05,7.3e-05
5027,6.5e-05,6.5e-05,7.2e-05
5028,6.5e-05,6.6e-05,7.3e-05
5029,6.5e-05,6.5e-05,7.2e-05
5030,6.5e-05,6.5e-05,7.2e-05
5031,6.6e-05,6.5e-05,7.1e-05
5032,6.5e-05,6.6e-05,8.5e-05
5033,6.6e-05,6.7e-05,7.4e-05
5034,6.5e-05,6.6e-05,7.5e-05
5035,6.5e-05,6.6e-05,7.4e-05
5036,6.6e-05,6.5e-05,7.4e-05
5037,6.6e-05,6.6e-05,7.4e-05
5038,6.6e-05,6.6e-05,7.4e-05
5039,6.5e-05,6.5e-05,7.3e-05
5040,6.6e-05,6.6e-05,7.3e-05
5041,6.5e-05,6.6e-05,7.3e-05
5042,6.6e-05,6.6e-05,8.1e-05
5043,6.6e-05,6.6e-05,7.2e-05
5044,6.7e-05,6.7e-05,7.3e-05
5045,6.6e-05,6.6e-05,7.4e-05
5046,6.6e-05,6.6e-05,7.3e-05
5047,6.6e-05,6.6e-05,7.3e-05
5048,6.5e-05,6.5e-05,7.3e-05
5049,6.5e-05,6.5e-05,7.3e-05
5050,6.5e-05,6.5e-05,7.3e-05
5051,6.5e-05,6.5e-05,7.3e-05
5052,6.5e-05,6.6e-05,8.7e-05
5053,6.5e-05,6.6e-05,0.000117
5054,7e-05,6.5e-05,0.00012
5055,6.6e-05,7.1e-05,0.00012
5056,6.6e-05,6.6e-05,0.000121
5057,6.5e-05,6.6e-05,0.000124
5058,6.5e-05,6.6e-05,0.000128
5059,6.6e-05,7.1e-05,0.000126
5060,6.6e-05,6.6e-05,0.000116
5061,6.6e-05,6.6e-05,7.4e-05
5062,6.6e-05,6.6e-05,7.2e-05
5063,6.5e-05,6.6e-05,7.3e-05
5064,6.5e-05,6.6e-05,7.3e-05
5065,7.2e-05,6.6e-05,7.2e-05
5066,6.5e-05,7.1e-05,7.9e-05
5067,6.6e-05,6.6e-05,7.4e-05
5068,6.6e-05,6.6e-05,7.3e-05
5069,6.6e-05,6.6e-05,7.3e-05
5070,6.6e-05,6.5e-05,7.3e-05
5071,6.5e-05,6.6e-05,7.3e-05
5072,6.6e-05,6.6e-05,7.2e-05
5073,6.6e-05,6.6e-05,7.3e-05
5074,6.6e-05,6.6e-05,7.2e-05
5075,6.6e-05,6.6e-05,7.3e-05
5076,7.1e-05,6.6e-05,8e-05
5077,6.6e-05,7.1e-05,7.4e-05
5078,6.6e-05,6.6e-05,7.3e-05
5079,6.5e-05,6.6e-05,7.4e-05
5080,6.6e-05,6.6e-05,7.2e-05
5081,6.6e-05,6.7e-05,7.3e-05
5082,6.6e-05,6.6e-05,7.3e-05
5083,6.6e-05,6.7e-05,7.3e-05
5084,6.6e-05,6.7e-05,7.3e-05
5085,6.6e-05,6.6e-05,7.3e-05
5086,6.6e-05,6.5e-05,7.7e-05
5087,7.1e-05,6.6e-05,7.2e-05
5088,6.7e-05,7.2e-05,7.2e-05
5089,6.6e-05,6.6e-05,7.2e-05
5090,6.6e-05,6.7e-05,7.1e-05
5091,6.6e-05,6.6e-05,7.2e-05
5092,6.6e-05,6.6e-05,7.1e-05
5093,6.6e-05,6.6e-05,7.2e-05
5094,6.7e-05,6.6e-05,7.2e-05
5095,6.6e-05,6.6e-05,7.9e-05
5096,6.6e-05,6.6e-05,7.4e-05
5097,7.1e-05,6.6e-05,7.3e-05
5098,6.7e-05,6.6e-05,7.2e-05
5099,6.6e-05,7.1e-05,7.2e-05
5100,6.6e-05,6.6e-05,7.2e-05
5101,6.6e-05,6.6e-05,7.2e-05
5102,6.6e-05,6.6e-05,7.2e-05
5103,6.6e-05,6.6e-05,7.1e-05
5104,6.6e-05,6.6e-05,7.2e-05
5105,6.6e-05,6.6e-05,7.9e-05
5106,6.6e-05,6.6e-05,7.2e-05
5107,6.6e-05,6.7e-05,7.2e-05
5108,7.2e-05,6.6e-05,7.3e-05
5109,6.6e-05,6.7e-05,7.1e-05
5110,6.6e-05,7.2e-05,7.3e-05
5111,6.6e-05,6.6e-05,7.2e-05
5112,6.6e-05,6.6e-05,7.3e-05
5113,6.6e-05,6.7e-05,7.3e-05
5114,6.6e-05,6.6e-05,7.2e-05
5115,6.6e-05,6.6e-05,7.9e-05
5116,6.6e-05,6.6e-05,7.3e-05
5117,6.6e-05,6.6e-05,7.3e-05
5118,6.6e-05,6.7e-05,7.2e-05
5119,6.8e-05,6.6e-05,7.3e-05
5120,6.7e-05,6.6e-05,7.3e-05
5121,6.7e-05,7.2e-05,7.3e-05
5122,6.6e-05,6.6e-05,7.3e-05
5123,6.6e-05,7.1e-05,7.4e-05
5124,6.6e-05,6.7e-05,7.3e-05
5125,6.6e-05,6.7e-05,7.5e-05
5126,6.7e-05,6.6e-05,7.2e-05
5127,6.7e-05,6.6e-05,7.2e-05
5128,6.6e-05,6.6e-05,7.3e-05
5129,7.2e-05,6.7e-05,7.3e-05
5130,6.6e-05,6.6e-05,7.2e-05
5131,6.7e-05,6.7e-05,7.2e-05
5132,6.6e-05,7.3e-05,7.2e-05
5133,6.6e-05,6.7e-05,7.2e-05
5134,6.6e-05,6.6e-05,7.7e-05
5135,6.7e-05,6.6e-05,7.3e-05
5136,6.7e-05,6.6e-05,7.3e-05
5137,6.6e-05,6.7e-05,7.3e-05
5138,6.6e-05,6.7e-05,7.3e-05
5139,6.7e-05,6.6e-05,7.3e-05
5140,7.2e-05,6.7e-05,7.2e-05
5141,6.7e-05,6.6e-05,7.3e-05
5142,6.7e-05,6.6e-05,7.3e-05
5143,6.6e-05,7.2e-05,7.3e-05
5144,6.7e-05,6.6e-05,7.9e-05
5145,6.7e-05,6.6e-05,7.3e-05
5146,6.6e-05,6.7e-05,7.4e-05
5147,6.7e-05,6.7e-05,7.3e-05
5148,6.6e-05,6.6e-05,7.3e-05
5149,6.7e-05,6.7e-05,7.2e-05
5150,7e-05,6.6e-05,7.3e-05
5151,6.8e-05,6.7e-05,7.3e-05
5152,6.7e-05,6.7e-05,7.3e-05
5153,6.7e-05,6.6e-05,7.3e-05
5154,6.7e-05,7.2e-05,8.3e-05
5155,6.7e-05,6.7e-05,7.4e-05
5156,6.7e-05,6.6e-05,7.3e-05
5157,6.7e-05,6.7e-05,7.3e-05
5158,6.6e-05,6.7e-05,7.2e-05
5159,6.7e-05,6.6e-05,7.8e-05
5160,6.7e-05,6.7e-05,7.4e-05
5161,7.2e-05,6.7e-05,7.3e-05
5162,6.7e-05,6.7e-05,7.3e-05
5163,6.7e-05,6.7e-05,7.3e-05
5164,6.7e-05,6.7e-05,7.4e-05
5165,6.7e-05,6.9e-05,7.3e-05
5166,0.000118,6.7e-05,7.1e-05
5167,0.000114,6.8e-05,7.2e-05
5168,0.000118,6.7e-05,7.3e-05
5169,0.000143,6.7e-05,7.3e-05
5170,0.00013,7.1e-05,7.2e-05
5171,0.000119,6.7e-05,7.6e-05
5172,0.000119,6.6e-05,7.2e-05
5173,0.000118,6.7e-05,7.3e-05
5174,7.2e-05,6.7e-05,7.5e-05
5175,6.9e-05,6.7e-05,7.2e-05
5176,7.6e-05,6.8e-05,7.2e-05
5177,6.9e-05,6.7e-05,7.2e-05
5178,6.7e-05,6.7e-05,7.1e-05
5179,6.8e-05,6.8e-05,7.2e-05
5180,6.8e-05,6.7e-05,7.3e-05
5181,6.8e-05,6.8e-05,7.2e-05
5182,6.9e-05,6.7e-05,7.2e-05
5183,6.7e-05,6.7e-05,7.7e-05
5184,6.8e-05,6.7e-05,7.2e-05
5185,6.8e-05,6.6e-05,7.3e-05
5186,7.6e-05,7.2e-05,7.1e-05
5187,6.9e-05,7.5e-05,7.3e-05
5188,6.9e-05,6.8e-05,7.2e-05
5189,6.8e-05,6.8e-05,7.2e-05
5190,6.8e-05,6.8e-05,7.3e-05
5191,6.9e-05,6.8e-05,7.2e-05
5192,6.9e-05,6.7e-05,7.2e-05
5193,6.8e-05,6.7e-05,8.2e-05
5194,7e-05,6.8e-05,7.5e-05
5195,6.9e-05,6.7e-05,7.3e-05
5196,6.8e-05,6.7e-05,7.3e-05
5197,7.1e-05,7.4e-05,7.3e-05
5198,6.9e-05,6.8e-05,7.2e-05
5199,6.9e-05,6.7e-05,7.3e-05
5200,6.9e-05,6.7e-05,7.3e-05
5201,6.8e-05,6.8e-05,7.3e-05
5202,6.9e-05,6.7e-05,7.2e-05
5203,7e-05,6.7e-05,8e-05
5204,7e-05,6.7e-05,7.2e-05
5205,6.8e-05,6.8e-05,7.4e-05
5206,6.8e-05,6.8e-05,7.3e-05
5207,7.2e-05,6.8e-05,7.2e-05
5208,6.8e-05,6.8e-05,7.3e-05
5209,6.9e-05,6.8e-05,7.2e-05
5210,7e-05,6.7e-05,7.3e-05
5211,6.9e-05,6.7e-05,7.3e-05
5212,6.9e-05,6.7e-05,7.3e-05
5213,7e-05,6.7e-05,7.7e-05
5214,7.4e-05,6.7e-05,7.4e-05
5215,7e-05,6.7e-05,7.2e-05
5216,7e-05,6.7e-05,7.3e-05
5217,7.2e-05,6.8e-05,7.3e-05
5218,6.9e-05,7.3e-05,7.4e-05
5219,7e-05,6.9e-05,7.2e-05
5220,7e-05,6.7e-05,7.3e-05
5221,7e-05,6.7e-05,7.3e-05
5222,7e-05,6.7e-05,7.3e-05
5223,6.9e-05,6.8e-05,7.8e-05
5224,6.9e-05,6.7e-05,7.3e-05
5225,6.9e-05,6.7e-05,7.3e-05
5226,6.9e-05,6.7e-05,7.3e-05
5227,7.7e-05,6.8e-05,7.3e-05
5228,6.9e-05,6.7e-05,7.3e-05
5229,7e-05,7.2e-05,7.2e-05
5230,7.6e-05,7.4e-05,8e-05
5231,6.9e-05,6.7e-05,7.3e-05
5232,7e-05,6.7e-05,8.2e-05
5233,7e-05,6.8e-05,7.2e-05
5234,7e-05,6.8e-05,7.3e-05
5235,6.9e-05,6.7e-05,7.2e-05
5236,7e-05,6.7e-05,7.3e-05
5237,7.6e-05,6.7e-05,7.3e-05
5238,7.1e-05,6.7e-05,7.4e-05
5239,7e-05,6.7e-05,7.3e-05
5240,7e-05,7.3e-05,7.4e-05
5241,7e-05,6.8e-05,7.4e-05
5242,6.8e-05,6.8e-05,8.4e-05
5243,6.9e-05,6.8e-05,7.3e-05
5244,6.9e-05,6.8e-05,7.4e-05
5245,7e-05,6.7e-05,7.4e-05
5246,6.9e-05,6.7e-05,7.4e-05
5247,7.5e-05,6.7e-05,7.3e-05
5248,7e-05,6.7e-05,7.4e-05
5249,7e-05,6.8e-05,7.4e-05
5250,7e-05,7.6e-05,7.4e-05
5251,6.9e-05,6.9e-05,7.4e-05
5252,6.9e-05,6.8e-05,7.6e-05
5253,6.9e-05,6.7e-05,7.4e-05
5254,6.9e-05,6.8e-05,7.4e-05
5255,6.9e-05,6.8e-05,7.4e-05
5256,7e-05,6.7e-05,7.4e-05
5257,7.7e-05,6.7e-05,7.4e-05
5258,7e-05,6.8e-05,7.3e-05
5259,6.9e-05,6.7e-05,7.4e-05
5260,7.1e-05,6.8e-05,7.3e-05
5261,6.9e-05,7.4e-05,7.9e-05
5262,6.9e-05,6.8e-05,7.4e-05
5263,7e-05,6.8e-05,7.3e-05
5264,6.9e-05,6.7e-05,7.4e-05
5265,6.8e-05,6.7e-05,7.4e-05
5266,6.9e-05,6.8e-05,7.4e-05
5267,7.6e-05,6.8e-05,7.5e-05
5268,7e-05,6.8e-05,7.4e-05
5269,6.9e-05,6.8e-05,7.5e-05
5270,7e-05,6.8e-05,7.4e-05
5271,6.9e-05,6.8e-05,8e-05
5272,6.9e-05,7e-05,7.4e-05
5273,7e-05,6.7e-05,7.4e-05
5274,6.9e-05,6.8e-05,7.4e-05
5275,6.9e-05,6.7e-05,7.4e-05
5276,7.1e-05,6.8e-05,7.4e-05
5277,7.5e-05,6.7e-05,7.4e-05
5278,7.4e-05,6.8e-05,7.4e-05
5279,7e-05,6.8e-05,7.3e-05
5280,6.9e-05,6.7e-05,7.8e-05
5281,6.9e-05,6.8e-05,7.6e-05
5282,7e-05,7.3e-05,7.5e-05
5283,7e-05,6.8e-05,7.4e-05
5284,7e-05,6.8e-05,7.4e-05
5285,6.9e-05,6.8e-05,7.4e-05
5286,6.9e-05,6.8e-05,7.5e-05
5287,7.7e-05,6.9e-05,7.8e-05
5288,7e-05,6.8e-05,7.6e-05
5289,7e-05,6.8e-05,7.6e-05
5290,7.1e-05,6.8e-05,8.1e-05
5291,7e-05,6.8e-05,7.5e-05
5292,7e-05,6.8e-05,7.6e-05
5293,7e-05,7.3e-05,7.6e-05
5294,7.1e-05,6.8e-05,7.5e-05
5295,7e-05,6.8e-05,7.6e-05
5296,6.9e-05,6.8e-05,7.5e-05
5297,7.7e-05,6.9e-05,7.5e-05
5298,6.9e-05,6.8e-05,7.5e-05
5299,6.9e-05,6.8e-05,7.6e-05
5300,7.1e-05,6.8e-05,7.6e-05
5301,7.1e-05,6.9e-05,7.4e-05
5302,7.1e-05,6.9e-05,7.3e-05
5303,7e-05,7.3e-05,7.4e-05
5304,7.1e-05,7e-05,7.4e-05
5305,6.9e-05,6.8e-05,7.5e-05
5306,6.9e-05,6.8e-05,7.5e-05
5307,7.8e-05,6.8e-05,7.5e-05
5308,7e-05,6.8e-05,7.5e-05
5309,7.1e-05,6.8e-05,8.1e-05
5310,7.1e-05,6.8e-05,7.5e-05
5311,7e-05,6.8e-05,7.4e-05
5312,6.9e-05,6.8e-05,7.5e-05
5313,7e-05,6.8e-05,7.5e-05
5314,7.1e-05,7.9e-05,7.5e-05
5315,7e-05,6.9e-05,7.4e-05
5316,7e-05,6.8e-05,7.4e-05
5317,7.6e-05,6.8e-05,7.5e-05
5318,7.1e-05,6.8e-05,7.4e-05
